id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
191,Promisedland Community Services (Educational Foundation),Non-Profit ,http://promisedland.org.sg/educational-foundation/,"The sole purpose of EF is to provide services to children and youths, especially from low income families. The staff of EF believes that every child deserves a chance to fulfill his or her full potential, regardless of their family situation.

EF also has services that educate children and youths on character development. It is our desire to see that children and youths are able to grow up with hope and promise in their lives, gradually becoming law-abiding and socially-responsible individuals in society.",Volunteering Opportunities,Tutoring for less privileged students.,"The timings of the classes for TUITION PROGRAMME are as follow:

     – Monday to Friday (9.00 am – 10.30 am) or
     – Monday to Friday (4.00 pm – 5.30 pm)

The timings of the night classes for  MATHS COMPANION PROGRAMME are as follow:

     – Every Tuesday (7.00 pm – 8.30 pm) for Primary 3 – Primary 4
     – Every Thursday (7.00 pm – 8.30 pm) for Primary 5 – Primary 6
","The timings of the classes for TUITION PROGRAMME are as follow:

     – Monday to Friday (9.00 am – 10.30 am) or
     – Monday to Friday (4.00 pm – 5.30 pm)

The timings of the night classes for  MATHS COMPANION PROGRAMME are as follow:

     – Every Tuesday (7.00 pm – 8.30 pm) for Primary 3 – Primary 4
     – Every Thursday (7.00 pm – 8.30 pm) for Primary 5 – Primary 6
","Minimum GCE ‘O’ Levels Certificate
Patience to guide the children
Able to teach one of the following subjects : English, Maths and Science
Able to commit for at least 6 months",$0 ,Promisedland Community Services (Educational Foundation),Block 151 Bukit Batok Street 11,"#04-250,",Singapore 650151,Monday to Friday: 9 am to 6 pm,South West,info@promisedland.org.sg,6566 9570
192,Pu Ti Lian She (CI You Child Care Centre),Non-Profit ,http://ciyou.org/english/aboutus.htm,"uTi Lian She was registered as a society in 1981 and was gazetted as a voluntary welfare organization.

To meet the objects Provided in the constitution of Pu Ti Lian She in providing social services to the people and organizing children’s day care centre for working parents.

Ci You Child Care Centre was opened in 1993 and ""Before and After School Care Programme"" for school children was launched a year late. In year 2000, a new student care centre was set up and this programme is relocated at Block 75, Whampoa Drive",Volunteering Opportunities,Storytelling for young children,Daily,1 hour,"All staff must be medically clear and fit to work in the center
 All teacher are trained at CPT or diploma level 
 Assistant teachers are trained at Basic level
 All staff holds valid First Aid Certificate
 All staff is competence in their respective languages
 Aim to foster the development of those who give services as well as those who receive it. 
 Our center is committed in upgrading our staff in their skills and knowledge by sending them to attend relevant courses or OJT by senior staff.",$0 ,CI You Child Care Centre,29 Jalan Bahagia , #01-348,Singapore 320029,Not Provided,Central,ciyou@singnet.com.sg,6355 1433
193,PPIS (Family Service Centre (East)),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS Family Service Centre (East),41 Chai Chee St,#01-16,Singapore 461041,Not Provided,South East,fsceast@ppis.sg,6744 0258 
194,PPIS (Family Service Centre (West)),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS Family Service Centre (West),Blk 301 Bukit Batok Street 31,#01-01,Singapore 650301,Not Provided,South West,fscwest@ppis.sg,65613462
195,PPIS (PPIS As-Salaam Family Support Centre),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS As-Salaam Family Support Centre,Blk 322 Ubi Ave 1,#01-591,Singapore 400322,Not Provided,Central,as-salaam@ppis.sg,67455862
196,PPIS Family Service Centre (PPIS As-Salaam Family Support Centre),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS As-Salaam Family Support Centre,Blk 549 Woodlands Drive 44,#01-86,Singapore 730549,Not Provided,North West,vistasakinah@ppis.sg,6891 3090
197,PPIS (INSPIRASI PPIS),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,INSPIRASI PPIS,Blk 322 Bukit Batok Street 33,#01-16,Singapore 650322,Not Provided,South West,inspirasi@ppis.sg,65611049
198,PPIS Family Service Centre (PPIS Student Care Centre (Bedok)),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS Student Care Centre (Bedok),Blk 136 Bedok Reservoir Road ,#01-1425,Singapore 470136,Not Provided,South East,sccbedok@ppis.sg,67414065
199,PPIS Family Service Centre (PPIS Student Care Centre (Jurong)),Non-Profit ,http://www.ppis.sg,"PPIS has evolved significantly in the past 60 years and has ambitions plans for the future. On its 55th year, PPIS has decided to take a bold leap into the future and create a new identity for herself.
In line with its new identity, PPIS has adopted the Lighting Lives, represented by a flame, to guide its great leap forward. In the years ahead PPIS will develop a robust up-to-date structure to meet the needs of a tech-savvy and knowledge based community. Underpinning these new developments is an unchanging allegiance to its core Islamic values.",Volunteering Opportunities,"Tutors to help students from low-income families.
Administration (e.g. helping to answer phone calls, data entry, filing).
Befriender & Mentoring to women and children-in-need.",Depends,Depends,NA,$0 ,PPIS Student Care Centre (Jurong),Blk 520 Jurong West St 52,#01-195,Singapore 640520,Not Provided,South West,sccjurong@ppis.sg,6561 9013
200,AIN Society (Head Office),Non-Profit ,http://ainsociety.org.sg/,"Ain Society was founded in 2000 by 12 activists who resided in Woodlands, the northern part of Singapore, mainly to serve the residents in that area.  As it grows, its target group has widened not only to the residents in the north, but also island wide. 

""Ain"" means ""eyes"" in Arabic. It is chosen to symbolize as the ""eyes"" of the community to foresee and address social problems in the community especially among the youths and disadvantaged families.  The tag line ""Love, Care, Concern"" has recently been added to our corporate logo.",Volunteering Opportunities,"Organizing events/ activities for children, Tutoring",Depends,Depends,"Certified Nurses and Doctors for helping in outdoor events
Other programmes: NA",$0 ,AIN Society Head Office,Blk 2 Eunos Crescent,#01-2545, Singapore 400002,Not Provided,South East,syamin@ainsociety.org.sg,6848 5166
201,AIN Society (Serenity Social Service Centre),Non-Profit ,http://ainsociety.org.sg/,"Ain Society was founded in 2000 by 12 activists who resided in Woodlands, the northern part of Singapore, mainly to serve the residents in that area.  As it grows, its target group has widened not only to the residents in the north, but also island wide. 

""Ain"" means ""eyes"" in Arabic. It is chosen to symbolize as the ""eyes"" of the community to foresee and address social problems in the community especially among the youths and disadvantaged families.  The tag line ""Love, Care, Concern"" has recently been added to our corporate logo.",Recreational and Leisure,Befriending youth and families,Depends,Depends,NA,$0 ,Serenity Social Service Centre,Blk 2 Eunos Crescent,#01-2545, Singapore 400002,Not Provided,South East, query@ainsociety.org.sg,6848 5166
202,Khoo Teck Puat Hospital,Non-Profit ,https://www.ktph.com.sg/main/home,"Khoo Teck Puat Hospital (KTPH), a 590-bed general and acute care hospital, opened in June 2010. KTPH combines medical expertise with high standards of personalised care, set within a healing environment, to provide care that is good enough for our own loved ones. From intuitive wayfinding to logical clustering of services, KTPH’s design is focused on providing a hassle-free experience for patients.",Volunteering Opportunities,"Assisting in activities around the hospital, patient related activities and in events ",Depends on activities,At least 2 hrs per session.,NA,$0 ,Khoo Teck Puat Hospital,"90 Yishun Central,",,Singapore 768828,Not Provided,North West, volunteers@alexandrahealth.com.sg,6555 8000 
203,Alexandra Hospital,Non-Profit,http://www.ah.com.sg/,"Medical Social Services Department aims to serve its patients, the hospital and community in a holistic, patient centric and integrated approach, collaborating with community partners to ensure physical and emotional wellbeing of residents in the western region. As the newest team of Medical Social Workers in the nation, we aim to pioneer new and cost effective intervention programmes targeting at the residents with a view to enhance patients’ psychosocial health and rehabilitate patients who are diagnosed with diseases and suffering from illnesses. Our department will deliver our services with the focus of patient’s care and safety in mind, ensuring patient satisfaction is met and felt.

Our department attends to patients and their families who have difficulties coping with their emotional, psycho-social and care problems arising from ill health and traumatic injuries. As an inter-disciplinary team player, MSW collaborates with the healthcare team and community resources to provide patients and their families' holistic care. Our social work assistants (SWA) provide support to MSWs in delivering psychosocial care to our patients.",Personal Health Care Services,Providing counselling services for seniors and families.,Depends on case,Depends on case,NA,$0 ,Alexandra Hospital ,378 Alexandra Road ,,Singapore 159964,"Monday to Friday: 8.30 am to 5.30 pm
For Saturdays, only the office is open from 9.00 am to 12.00 pm. 
",Central,enquiries@juronghealth.com.sg,6379 3370
204,All Saints Home (Hougang),Non-Profit ,http://www.allsaintshome.org.sg/,"All Saints Home was founded by All Saints Memorial Chapel in 1986 to provide residential nursing care in a Christian environment for the elderly sick of all races and religions in the community. 

The Home seeks to share the love of God. Our operating precepts are Love, Sincerity and Purity. ",Volunteering Opportunities,"Assist in ad-hoc outings and projects
Engage residents in handicraft makings and games
Entertain our residents with artistic performances of songs","group execersie  to handicraft,tharapy ,every sat",every Saturday from 2.30pm till 6pm,NA,$0 ,All Saints Home (Hougang) ,5 Poh Huat Road ,,Singapore 546703,Not Provided,North East," ashvol_hg@yahoo.com 
 ashvolunteer@gmail.com ",62826969
205,All Saints Home (Tampines),Non-Profit ,http://www.allsaintshome.org.sg/,"All Saints Home was founded by All Saints Memorial Chapel in 1986 to provide residential nursing care in a Christian environment for the elderly sick of all races and religions in the community. 

The Home seeks to share the love of God. Our operating precepts are Love, Sincerity and Purity. ",Volunteering Opportunities,"Assist in ad-hoc outings and projects
Engage residents in handicraft makings and games
Entertain our residents with artistic performances of songs","group execersie  to handicraft,tharapy ,every sat",every Saturday from 2.30pm till 6pm,NA,$0 ,All Saints Home (Tampines) ,11 Tampines Street 44 ,,Singapore 529123 ,Not Provided,South East," ashvol_hg@yahoo.com 
 ashvolunteer@gmail.com ",6788 2345 
206,Alzheimer's Disease Association (New Horizon Centre (Toa Payoh)),Non-Profit ,http://www.alz.org.sg,"The Association was formed in 1990 as a result of growing concern for the needs of people with dementia and their families. ADA is a voluntary welfare organization and is made up of caregivers, professionals and all who are interested in dementia.",Volunteering Opportunities,"Befriending.
Accompany our clients on outings.
Adhoc planning.",daily,NIL,"Above 17 years old. Knowledge of dialects such as Hokkien, Teochew or Cantonese would be helpful. You must have a liking for the elderly. Relevant training programmes will be conducted for volunteers.",$0 ,New Horizon Centre (Toa Payoh),"Blk 157, Toa Payoh Lorong 1",#01-1195,Singapore 310157,Monday to Friday: 7.30am to 6.30am,Central,Not Provided, 6353 8734
207,Alzheimer's Disease Association (New Horizon Centre (Bukit Batok)),Non-Profit ,http://www.alz.org.sg,"The Association was formed in 1990 as a result of growing concern for the needs of people with dementia and their families. ADA is a voluntary welfare organization and is made up of caregivers, professionals and all who are interested in dementia.",Volunteering Opportunities,"Befriending.
Accompany our clients on outings.
Entertaining with songs",daily,NIL,"Above 17 years old. Knowledge of dialects such as Hokkien, Teochew or Cantonese would be helpful. You must have a liking for the elderly. Relevant training programmes will be conducted for volunteers.",$0 ,New Horizon Centre (Bukit Batok),"Blk 511, Bukit Batok Street 52",#01-211,Singapore 650511,Monday to Friday: 7.30am to 6.30am,South West,Not Provided,6565 9958
208,Alzheimer's Disease Association (New Horizon Centre (Tampines)),Non-Profit ,http://www.alz.org.sg,"The Association was formed in 1990 as a result of growing concern for the needs of people with dementia and their families. ADA is a voluntary welfare organization and is made up of caregivers, professionals and all who are interested in dementia.",Volunteering Opportunities,"Befriending.
Accompany our clients on outings.
Entertaining with songs",daily,NIL,"Above 17 years old. Knowledge of dialects such as Hokkien, Teochew or Cantonese would be helpful. You must have a liking for the elderly. Relevant training programmes will be conducted for volunteers.",$0 ,New Horizon Centre (Tampines),Blk 362 Tampines St 34,#01-377,Singapore 520362,Monday to Friday: 7.30am to 6.30am,South East,Not Provided,6786 5373
209,Alzheimer's Disease Association (New Horizon Centre (Jurong Point)),Non-Profit ,http://www.alz.org.sg,"The Association was formed in 1990 as a result of growing concern for the needs of people with dementia and their families. ADA is a voluntary welfare organization and is made up of caregivers, professionals and all who are interested in dementia.",Volunteering Opportunities,"Befriending.
Accompany our clients on outings.
Entertaining with songs",daily,NIL,"Above 17 years old. Knowledge of dialects such as Hokkien, Teochew or Cantonese would be helpful. You must have a liking for the elderly. Relevant training programmes will be conducted for volunteers.",$0 ,New Horizon Centre (Jurong Point),1 Jurong West Central 2,"#04-04
Jurong Point Shopping Centre",Singapore 648886,Monday to Friday: 7.30am to 6.30am,South West,Not Provided,6790 1650
210,Archdiocese Commission for the Pastoral Care of Migrants & Itinerant People,Non-Profit ,http://www.acmi.sg,"ACMI’s aim is to respond to the pastoral needs of all migrants and itinerants in Singapore regardless of race, language or religion. We provide social/legal assistance, counselling and befriending services to all migrant workers, foreign construction workers, foreign domestic workers, foreign spouses and their families, foreign students and transients. ",Volunteering Opportunities,"Photography, Transportation and event.",depends on schdule,depends on events,depneds on availablity,$0 ,Archdiocese Commission for the Pastoral Care of Migrants & Itinerant People,2 Highland Road,#03-19 Catholic Archdiocesan Education Centre,Singapore 549102,8.30-5pm,North East, general@acmi.org.sg,6280 5424
211,Association of Muslim Professionals (AMP@Pasir Ris),Non-Profit ,http://www.amp.org.sg,"AMP is a registered charitable organisation and is accorded the status of an Institution of Public Character.

AMP is guided by its core principles of being independent, non-partisan and working in critical collaboration with all parties that share its mission to bring about a Dynamic Muslim Community in the 21st Century. AMP will partner with any player who identifies with and supports its mission in society and will support government policies which serve to advance the community and the interest of the people at large. The Self-Initiated Trainee Programme (AMP-SIT) is a funding mechanism under the Skills Redevelopment Programme (SRP) that aims to assist employed adults who do not have employer support to undergo selected SRP-approved courses. AMP acts as a Service Touch Point and collaborates with training providers to ease the trainees' financial burden of having to pay the full course fee upfront, whilst tapping on the Skills Development Fund (SDF) to reduce their training cost.",Volunteering Opportunities,Mentors for youth,Weekly,12 months,"Youth Enrichment Programme (YEP) Mentor:
Minimum ‘O’ Levels qualifications, with at least B3 for both English and Mathematics
Polytechnic and JC students who meet the above requirements are also invited to apply
Must be able to teach English and Mathematics to Secondary 1 to Secondary 5 students
Willing to commit every Tuesday, Thursday and/or Saturday on a consistent basis
Pleasant personality
Strong interest and passion in working with young people
Able to provide ad-hoc assistance in youth programmes as facilitators/volunteers

PODZ Youth Mentoring Programme :
Must be above 21 years of age
Able to commit for at least one year
Passion in helping youths
",$0 ,Association of Muslim Professionals (AMP@Pasir Ris),1 Pasir Ris Drive 4,#05-11 ,Singapore 519457,"Mondays to Fridays  9.00 am to 6.00 pm
Saturdays    9.00 am to 1.00 pm",South East, mariam@amp.org.sg,6416-1426 
212,Association of Muslim Professionals (AMP@Jurong Point),Non-Profit ,http://www.amp.org.sg,"AMP is a registered charitable organisation and is accorded the status of an Institution of Public Character.

AMP is guided by its core principles of being independent, non-partisan and working in critical collaboration with all parties that share its mission to bring about a Dynamic Muslim Community in the 21st Century. AMP will partner with any player who identifies with and supports its mission in society and will support government policies which serve to advance the community and the interest of the people at large. The Self-Initiated Trainee Programme (AMP-SIT) is a funding mechanism under the Skills Redevelopment Programme (SRP) that aims to assist employed adults who do not have employer support to undergo selected SRP-approved courses. AMP acts as a Service Touch Point and collaborates with training providers to ease the trainees' financial burden of having to pay the full course fee upfront, whilst tapping on the Skills Development Fund (SDF) to reduce their training cost.",Volunteering Opportunities,Mentors for youth,Weekly,12 months,"Youth Enrichment Programme (YEP) Mentor:
Minimum ‘O’ Levels qualifications, with at least B3 for both English and Mathematics
Polytechnic and JC students who meet the above requirements are also invited to apply
Must be able to teach English and Mathematics to Secondary 1 to Secondary 5 students
Willing to commit every Tuesday, Thursday and/or Saturday on a consistent basis
Pleasant personality
Strong interest and passion in working with young people
Able to provide ad-hoc assistance in youth programmes as facilitators/volunteers

PODZ Youth Mentoring Programme :
Must be above 21 years of age
Able to commit for at least one year
Passion in helping youths
",$0 ,Association of Muslim Professionals (AMP@Jurong Point),1 Jurong West Central 2,"#06-02
Jurong Point",Singapore 648886,"Mondays to Fridays  8.30 am to 6.30 pm
Saturdays    9.00 am to 5.00 pm",South West,youth_dept@amp.org.sg,6792 4155
213,Autism Association (Eden Centre for Adults ),Non-Profit ,http://www.autismlinks.org.sg,"The Autism Association (Singapore) was set up through the initiative of a group of parents in August 1992 with the Registry of Societies.
 
On 28 January 1995, it became a charity organization under the Charities Act, Singapore. In July 1997, the Association was admitted as an affiliate of the National Council of Social Service. It was granted the Institution of a Public Character (IPC) status, whereby any donation to the Association is tax-deductible.",Volunteering Opportunities,"Conduct daily activities (art & craft, ball games, swimming)",2 hours per week,"Able to commit 2 hours per week
A minimum commitment of 1 semester (20-22 weeks) , ","Patient, Flexible, Willing to learn, interested in promoting the well-being of people with autism",$0 ,Eden Centre for Adults ,"Blk 426, Hougang Avenue 6",#01-53,Singapore 530426,8.30 - 5 pm,North East, autism@singnet.com.sg,6287 4727
214,Autism Association (Eden School),Non-Profit ,http://www.autismlinks.org.sg,"The Autism Association (Singapore) was set up through the initiative of a group of parents in August 1992 with the Registry of Societies.
 
On 28 January 1995, it became a charity organization under the Charities Act, Singapore. In July 1997, the Association was admitted as an affiliate of the National Council of Social Service. It was granted the Institution of a Public Character (IPC) status, whereby any donation to the Association is tax-deductible.",Volunteering Opportunities,Conducting games and songs. Administrative supports. Photography service.,2 hours per week,"Able to commit 2 hours per week
A minimum commitment of 1 semester (20-22 weeks) , ","Patient, Flexible, Willing to learn, interested in promoting the well-being of people with autism",$0 ,Eden School,101 Bukit Batok West Avenue 3,,Singapore 659168,Not Provided,South West,enquiry@edenschool.edu.sg,6265 7400
