id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
11,Care Corner Family Service Centre (Tampines),Non-Profit ,http://www.carecorner.org.sg,"Care Corner Singapore Ltd was founded in a climate of changes in the early 1980s, as economic competition in the region intensified and the rift between the rich and the lower-income -- in particular the Chinese blue-collar workers, widened.

Rev Tan Tien Ser and a group of passionate individuals believed that these marginalised people with lower income and little opportunities for a formal education, could be helped to realise their potential and become more competent and fulfilled persons. Through a series of early outreach initiatives, Care Corner has evolved into an organisation offering a wide range of programmes and services delivered through 27 social service centres located island-wide.

In a bid to stay relevant to the needs of the community, Care Corner has continuously strived to offer new and innovative programmes to support the needy and less privileged. We are concerned to meet human needs as they are felt, enable people to face life's challenges and foster enjoyment of and reverence for life.

In the discharge of these roles our sole motivation is based on the unconditional love of God. In stating this, it is also to be noted that Care Corner is not a church nor a proselytizing agency. Our services are offered to all, without regard to race, language or religion. Each year more than 50,000 beneficiaries are served by our network of centres that support infants from as young as 2 months old, to seniors over 90 years of age. Care Corner’s infant, children, youth, special needs, adult, couple and elderly services reflect our holistic range of services to the community.",Volunteering Opportunities,"Assist in Children & Youth programmes, Administrative support",Depends on Programmes,Depends on Programmes,Volunteers at least 17 years old and above preferred;,$0 ,Care Corner Family Service Centre (Tampines),Blk 299B Tampines Street 22,#01-670,Singapore 520299,"Mon, Wed, Fri: 9 am to 6 pm 
Tues, Thurs: 9 am to 9 pm
Sat, Sun and Public Holidays: Closed",South East,tm.fsc@carecorner.org.sg,6786 6225 
12,Care Corner Family Service Centre (Toa Payoh),Non-Profit ,http://www.carecorner.org.sg,"Care Corner Singapore Ltd was founded in a climate of changes in the early 1980s, as economic competition in the region intensified and the rift between the rich and the lower-income -- in particular the Chinese blue-collar workers, widened.

Rev Tan Tien Ser and a group of passionate individuals believed that these marginalised people with lower income and little opportunities for a formal education, could be helped to realise their potential and become more competent and fulfilled persons. Through a series of early outreach initiatives, Care Corner has evolved into an organisation offering a wide range of programmes and services delivered through 27 social service centres located island-wide.

In a bid to stay relevant to the needs of the community, Care Corner has continuously strived to offer new and innovative programmes to support the needy and less privileged. We are concerned to meet human needs as they are felt, enable people to face life's challenges and foster enjoyment of and reverence for life.

In the discharge of these roles our sole motivation is based on the unconditional love of God. In stating this, it is also to be noted that Care Corner is not a church nor a proselytizing agency. Our services are offered to all, without regard to race, language or religion. Each year more than 50,000 beneficiaries are served by our network of centres that support infants from as young as 2 months old, to seniors over 90 years of age. Care Corner’s infant, children, youth, special needs, adult, couple and elderly services reflect our holistic range of services to the community.",Volunteering Opportunities,"Facilitators to conduct Short Classes, Elderly Activities/Befriending.",Based on sessions,"Each session to be held during office hours, and last about 1 hour (not requiring lots of space)",Volunteers are required to commit a minimum of 6 months,$0 ,Care Corner Family Service Centre (Toa Payoh),Blk 158 Lor 1 Toa Payoh ,#01-1522,Singapore 310158,"Mon, Wed, Fri: 9 am to 6 pm 
Tues, Thurs: 9 am to 9 pm
Sat, Sun and Public Holidays: Closed",Central,tp.fsc@carecorner.org.sg,6356 1622 
13,Care Corner Family Service Centre (Woodlands) ,Non-Profit ,http://www.carecorner.org.sg,"Care Corner Singapore Ltd was founded in a climate of changes in the early 1980s, as economic competition in the region intensified and the rift between the rich and the lower-income -- in particular the Chinese blue-collar workers, widened.

Rev Tan Tien Ser and a group of passionate individuals believed that these marginalised people with lower income and little opportunities for a formal education, could be helped to realise their potential and become more competent and fulfilled persons. Through a series of early outreach initiatives, Care Corner has evolved into an organisation offering a wide range of programmes and services delivered through 27 social service centres located island-wide.

In a bid to stay relevant to the needs of the community, Care Corner has continuously strived to offer new and innovative programmes to support the needy and less privileged. We are concerned to meet human needs as they are felt, enable people to face life's challenges and foster enjoyment of and reverence for life.

In the discharge of these roles our sole motivation is based on the unconditional love of God. In stating this, it is also to be noted that Care Corner is not a church nor a proselytizing agency. Our services are offered to all, without regard to race, language or religion. Each year more than 50,000 beneficiaries are served by our network of centres that support infants from as young as 2 months old, to seniors over 90 years of age. Care Corner’s infant, children, youth, special needs, adult, couple and elderly services reflect our holistic range of services to the community.",Volunteering Opportunities,Befriending,Depends,Depends,No experience is needed as there would be on job training provided.,$0 ,Care Corner Family Service Centre (Woodlands) ,Blk 345 Woodlands St 32,#01-198,Singapore 730345 ,"Mon, Wed, Fri: 9 am to 6 pm 
Tues, Thurs: 9 am to 9 pm
Sat, Sun and Public Holidays: Closed",North West,wl.fsc@carecorner.org.sg,6362 2481 
14,Care Corner Youth Centre (Teck Ghee) ,Non-Profit ,http://www.carecorner.org.sg,"Care Corner Singapore Ltd was founded in a climate of changes in the early 1980s, as economic competition in the region intensified and the rift between the rich and the lower-income -- in particular the Chinese blue-collar workers, widened.

Rev Tan Tien Ser and a group of passionate individuals believed that these marginalised people with lower income and little opportunities for a formal education, could be helped to realise their potential and become more competent and fulfilled persons. Through a series of early outreach initiatives, Care Corner has evolved into an organisation offering a wide range of programmes and services delivered through 27 social service centres located island-wide.

In a bid to stay relevant to the needs of the community, Care Corner has continuously strived to offer new and innovative programmes to support the needy and less privileged. We are concerned to meet human needs as they are felt, enable people to face life's challenges and foster enjoyment of and reverence for life.

In the discharge of these roles our sole motivation is based on the unconditional love of God. In stating this, it is also to be noted that Care Corner is not a church nor a proselytizing agency. Our services are offered to all, without regard to race, language or religion. Each year more than 50,000 beneficiaries are served by our network of centres that support infants from as young as 2 months old, to seniors over 90 years of age. Care Corner’s infant, children, youth, special needs, adult, couple and elderly services reflect our holistic range of services to the community.",Volunteering Opportunities,"Assist to mentor youths, befriending & providig administrative support.",Weekly,Depends on Programmes,Depends on Programmes,$0 ,Care Corner Youth Centre (Teck Ghee) ,346 Ang Mo Kio Avenue 3,#01-2280,Singapore 560346,9 am to 6 pm,Central,cc-tgyc@carecorner.org.sg ,6554 7100
15,Care Corner Counselling Centre,Non-Profit ,http://www.carecorner.org.sg,"Care Corner Singapore Ltd was founded in a climate of changes in the early 1980s, as economic competition in the region intensified and the rift between the rich and the lower-income -- in particular the Chinese blue-collar workers, widened.

Rev Tan Tien Ser and a group of passionate individuals believed that these marginalised people with lower income and little opportunities for a formal education, could be helped to realise their potential and become more competent and fulfilled persons. Through a series of early outreach initiatives, Care Corner has evolved into an organisation offering a wide range of programmes and services delivered through 27 social service centres located island-wide.

In a bid to stay relevant to the needs of the community, Care Corner has continuously strived to offer new and innovative programmes to support the needy and less privileged. We are concerned to meet human needs as they are felt, enable people to face life's challenges and foster enjoyment of and reverence for life.

In the discharge of these roles our sole motivation is based on the unconditional love of God. In stating this, it is also to be noted that Care Corner is not a church nor a proselytizing agency. Our services are offered to all, without regard to race, language or religion. Each year more than 50,000 beneficiaries are served by our network of centres that support infants from as young as 2 months old, to seniors over 90 years of age. Care Corner’s infant, children, youth, special needs, adult, couple and elderly services reflect our holistic range of services to the community.",Personal Health Care Services,Providing counselling services for seniors and families.,"Every Wednesday, Thursday and Friday",2.30pm to 6pm,NA,<$100,Care Corner Counselling Centre,Blk 62B Lorong 4 Toa Payoh, #02-143,Singapore 312062 ,"Mon-Fri: 9.00am – 6.00pm
Sat: 9.00am – 1.00pm",Central,cccc@carecorner.org.sg,1800-3535-800 (Hotline)
16,Care Corner Social Day Care for the Elderly,Non-Profit ,http://www.carecorner.org.sg,"Care Corner SDC supports the needs of busy families who are unable to care for their elderly family members while they are at work. Through a warm, caring and safe home-like environment, we keep our seniors mentally, physically and socially healthy. Individual care plans are created for our seniors, to actively engage them through planned activities. We also provide nutritious meals for them.",Volunteering Opportunities,"Assist to organise activities for elderly, ad hoc programmes.",Daily,"Depends on what activity is being planned or organised
Timing:based on centre's need","Volunteers: need to be 16 years and above, preferrably in small group. ",$0 ,Care Corner Social Day Care ,Blk 235 Lor 8 Toa Payoh,#01-100,Singapore 310235 ,7.30am – 5.00pm,Central,tp.sdc@carecorner.org.sg,6253 6979 
17,Concern & Care Society,Non-Profit ,http://www.concernandcare.org.sg/,"Concern & Care Society (CCS) is a Voluntary Welfare Organisation (VWO), registered with the Registry of Societies and Commissioner of Charities in 2001.

We became a full member of the National Council of Social Service on 21 April 2003.

CCS was formed to cater to the needs of elderly such as involving them and training them in volunteer works; and also to promote good moral values as well as to care for their well-being.",Volunteering Opportunities,"Housekeeping for elderly, administrative assistance, escort for seniors.",Depends,Fexible hours during weekdays (9am to 6pm),NA,$0 ,Concern & Care Society,Block 228 Bukit Batok Central ,#01-45,Singapore 650228,"Mon - Fri: 9am to 6pm
Sat: 9am to 1pm",South West,ccs@concernandcare.org.sg,6560 5455
18,Faith Acts,Non-Profit ,http://www.faithacts.org.sg,"Faith Acts is a non-profit community service agency serving the needs of children, youths, families and seniors in Singapore since 2004. The Centre is located at Blk 76, Commonwealth Drive, # 01- 497, Singapore 140076. 

We aim to reach out and impact the lives of people through the provision of programmes and services which meet community needs and alleviate social problems, regardless of their ethnic, socio-economic and religious backgrounds. The society is a registered charity with the Registry of Societies and the Commissioner of Charities. We are a full member of the National Council of Social Service and Institutions of a Public Character since 2008.

Faithacts is a community service agency of Faith Methodist Church. ",Personal Health Care Services,"Lifeskill workshop on managing emotion, inter-generational and communication.",Weekly (Every Tuesday),2.5 Hours,"Seniors, age 50 and above",$0 ,Faith Acts,Blk 76 Commonwealth Drive ,#01-497,Singapore 140076,Mon - Fri: 9am to 5pm,Central," info@faithacts.org.sg
 sandrawoo@faithacts.org.sg
 bettychan@faithacts.org.sg", 6339 7611
19,Faith Acts,Non-Profit ,http://www.faithacts.org.sg,"Faith Acts is a non-profit community service agency serving the needs of children, youths, families and seniors in Singapore since 2004. The Centre is located at Blk 76, Commonwealth Drive, # 01- 497, Singapore 140076. 

We aim to reach out and impact the lives of people through the provision of programmes and services which meet community needs and alleviate social problems, regardless of their ethnic, socio-economic and religious backgrounds. The society is a registered charity with the Registry of Societies and the Commissioner of Charities. We are a full member of the National Council of Social Service and Institutions of a Public Character since 2008.

Faithacts is a community service agency of Faith Methodist Church. ",Recreational and Leisure,"Zumba dance, dance exercises, WOW WORKOUT",Weekly,Depends on Programmes,All Seniors,<$100,Faith Acts,Blk 76 Commonwealth Drive ,#01-497,Singapore 140076,Mon - Fri: 9am to 5pm,Central," info@faithacts.org.sg
 sandrawoo@faithacts.org.sg
 bettychan@faithacts.org.sg", 6339 7611
20,Faith Acts,Non-Profit ,http://www.faithacts.org.sg,"Faith Acts is a non-profit community service agency serving the needs of children, youths, families and seniors in Singapore since 2004. The Centre is located at Blk 76, Commonwealth Drive, # 01- 497, Singapore 140076. 

We aim to reach out and impact the lives of people through the provision of programmes and services which meet community needs and alleviate social problems, regardless of their ethnic, socio-economic and religious backgrounds. The society is a registered charity with the Registry of Societies and the Commissioner of Charities. We are a full member of the National Council of Social Service and Institutions of a Public Character since 2008.

Faithacts is a community service agency of Faith Methodist Church. ",Learning and Enrichment,Education and training services,Depends on Talks,Minimum 1 hour,"Senior citizens, caregivers and those interested in senior care",$0 ,Faith Acts,Blk 76 Commonwealth Drive ,#01-497,Singapore 140076,Mon - Fri: 9am to 5pm,Central," info@faithacts.org.sg
 sandrawoo@faithacts.org.sg
 bettychan@faithacts.org.sg", 6339 7611
21,Faith Acts,Non-Profit ,http://www.faithacts.org.sg,"Faith Acts is a non-profit community service agency serving the needs of children, youths, families and seniors in Singapore since 2004. The Centre is located at Blk 76, Commonwealth Drive, # 01- 497, Singapore 140076. 

We aim to reach out and impact the lives of people through the provision of programmes and services which meet community needs and alleviate social problems, regardless of their ethnic, socio-economic and religious backgrounds. The society is a registered charity with the Registry of Societies and the Commissioner of Charities. We are a full member of the National Council of Social Service and Institutions of a Public Character since 2008.

Faithacts is a community service agency of Faith Methodist Church. ",Volunteering Opportunities,"Assisting Youth, Family and Senior activities.",Weekly,Depends on programmes,NA,$0 ,Faith Acts,Blk 76 Commonwealth Drive ,#01-497,Singapore 140076,Mon - Fri: 9am to 5pm,Central," info@faithacts.org.sg
 sandrawoo@faithacts.org.sg
 bettychan@faithacts.org.sg", 6339 7611
22,Lakeside Family Centre (Jurong West Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Personal Health Care Services,Providing counselling services for seniors and families.,Depends on the case,Depends on the case,NA,$0 ,Lakeside Family Centre (Jurong West Centre),"Blk 516, Jurong West St 52,",#01-73,Singapore 640516,Monday to Friday: 9:00AM – 5.30PM,South West,lfsjw@lakeside.org.sg,6567-1908 65671908(FOR COUNSELLING SERVICE)
23,Lakeside Family Centre (Jurong West Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Volunteering Opportunities,"Assist to support in youth, family and elderly activities.",Depends on programmes,Depends on programmes,NA,$0 ,Lakeside Family Centre (Jurong West Centre),"Blk 516, Jurong West St 52,",#01-73,Singapore 640516,Monday to Friday: 9:00AM – 5.30PM,South West,"lfsjw@lakeside.org.sg
alvin-teo@lakeside.org.sg (For volunteering opportunities)",6567-1908
24,Lakeside Family Centre (Jurong East Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Personal Health Care Services,Providing counselling services for seniors and families.,Depends on the case,Depends on the case,NA,$0 ,Lakeside Family Centre (Jurong East Centre),"Blk 302, Jurong East St 32",#01-22,Singapore 600302,Monday to Friday: 9:00AM – 5.30PM,South West,lfsje@lakeside.org.sg,6567-1908 65671908(FOR COUNSELLING SERVICE)
25,Lakeside Family Centre (Jurong East Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Volunteering Opportunities,"Assist to support in youth, family and elderly activities.",Depends on programmes,Depends on programmes,NA,$0 ,Lakeside Family Centre (Jurong East Centre),"Blk 302, Jurong East St 32",#01-22,Singapore 600302,Monday to Friday: 9:00AM – 5.30PM,South West,"lfsje@lakeside.org.sg
alvin-teo@lakeside.org.sg (For volunteering opportunities)",6564-9722
26,Lakeside Family Centre (Tamang Jurong Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Personal Health Care Services,Providing counselling services for seniors and families.,Depends on the case,Depends on the case,NA,$0 ,Lakeside Family Centre (Tamang Jurong Centre),21 Yung Ho Road,#03-01 The Agape,Singapore 618593,Monday to Friday: 9:00AM – 5.30PM,South West,lfsje@lakeside.org.sg,6265-6522 65671908(FOR COUNSELLING SERVICE)
27,Lakeside Family Centre (Tamang Jurong Centre),Non-Profit ,http://www.lakeside.org.sg/,"Lakeside’s vision is “Changing Lives, Transforming Communities”.  We focus on the needs of individuals and families in the Jurong community, serving all regardless of race, language or religion.  We work in harmony with our neighbours, the community and the government.
Our current staff strength is 95, including associate staff, and we are supported by a team of dedicated volunteers.",Volunteering Opportunities,"Assist to support in youth, family and elderly activities.",Depends on programmes,Depends on programmes,NA,$0 ,Lakeside Family Centre (Tamang Jurong Centre),21 Yung Ho Road,#03-01 The Agape,Singapore 618593,Monday to Friday: 9:00AM – 5.30PM,South West,"lfsje@lakeside.org.sg
alvin-teo@lakeside.org.sg (For volunteering opportunities)",6265-6522
28,Lions Befrienders Service Association,Non-Profit ,http://www.lionsbefrienders.org.sg/,"Lions Befrienders Service Association (Singapore), is a programme of Lions Clubs of Singapore District 308-A currently serving more than 5,000 seniors through its befriending programme and six senior activity centres (SAC).
It was established in 1995 as a voluntary welfare organisation to take over the island-wide Befriending programme from the then Ministry of Community Development. Over the years, it has increased the number of seniors under its care and expanded its out-reach centres. Since its inception, LBSA has served over 13,000 seniors.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders Service Association,130 Bukit Merah View,#01-358 ,Singapore 150130,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6375 8600
29,Lions Befrienders (Bendemeer)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Bendemeer)  ,"Blk 32, Bendemeer Road",#01-799 ,Singapore 330033,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4904
