id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
251,Econ (Medicare Centre & Nursing Home (Recreation Branch)),Private,http://www.econhealthcare.com/index.html,"Established in 1987, ECON has grown in strength and expanded our range of healthcare services over the years to meet the growing needs of our customers at the community level. As a result of our commitment to provide excellent service to the customers, we are now recognized as the leading healthcare provider in Singapore enjoying more than 30% of market share within the industry. Our proud achievements attest to our high standards of nursing care and quality service which we always deliver to our customers.",Personal Health Care Services,Providing counselling services for seniors and families in particular on Traditional Chinese Medicine (TCM).,$10 for 25-50 sessions,Half an hour,NA,<$100,Medicare Centre & Nursing Home (Recreation Branch),25 Recreation Road ,,Singapore 546522,"Monday to Friday: 9am to 6pm
Saturday: 9am to 1pm",North East,econ@econhealthcare.com ,6382 8463
252,Econ (Medicare Centre & Nursing Home (Yio Chu Kang Branch)),Private,http://www.econhealthcare.com/index.html,"Established in 1987, ECON has grown in strength and expanded our range of healthcare services over the years to meet the growing needs of our customers at the community level. As a result of our commitment to provide excellent service to the customers, we are now recognized as the leading healthcare provider in Singapore enjoying more than 30% of market share within the industry. Our proud achievements attest to our high standards of nursing care and quality service which we always deliver to our customers.",Personal Health Care Services,Providing counselling services for seniors and families in particular on Traditional Chinese Medicine (TCM).,$10 for 25-50 sessions,Half an hour,NA,<$100,Medicare Centre & Nursing Home (Yio Chu Kang Branch),451 Yio Chu Kang ,,Singapore 805947,"Monday to Friday: 9am to 6pm
Saturday: 9am to 1pm",North East,econ@econhealthcare.com ,6752 0038
253,Econ (Medicare Centre & Nursing Home (Sunnyville Home)),Private,http://www.econhealthcare.com/index.html,"Established in 1987, ECON has grown in strength and expanded our range of healthcare services over the years to meet the growing needs of our customers at the community level. As a result of our commitment to provide excellent service to the customers, we are now recognized as the leading healthcare provider in Singapore enjoying more than 30% of market share within the industry. Our proud achievements attest to our high standards of nursing care and quality service which we always deliver to our customers.",Personal Health Care Services,Providing counselling services for seniors and families in particular on Traditional Chinese Medicine (TCM).,$10 for 25-50 sessions,Half an hour,NA,<$100,Medicare Centre & Nursing Home (Sunnyville Home),10 Ama Keng Road ,,Singapore 709828,"Monday to Friday: 9am to 6pm
Saturday: 9am to 1pm",South West,econ@econhealthcare.com ,6793 7009
254,En Community Services Society (Silver Friends@Tampines North CC),Non-Profit ,http://www.ecss.org.sg,"Registered under Registry of Societies (ROS) as a Non-Profit Organisation (Voluntary Welfare Organisation) on 11 March 2003 with our Registry of Societies UEN: TO3SS0051L.

Gazetted as a Charity Organisation under Charities Act on 21 March 2003 registered No 1727.

Became a Full Member of National Council of Social Service ( NCSS ) from 11 Sept 2003 and Institute of Public Character (IPC) Tax Rebate membership from1 March 2004.

We have about 200 volunteers who come from different walks of life. We have been actively involved in partnering with the community, schools, resident committees and various organizations on a gamut of activities for families and the youth.",Volunteering Opportunities,Befriending elder anad assist in programmes/ events.,Monday to Thursday,3hours,NA,$0 ,Tampines North CC,2 Tampines Street 41,,Singapore 529204,Not provided,South East, encom@ecss.org.sg,6788 6625 
255,KK Women's & Children's Hospital,Non-Profit ,http://www.kkh.com.sg,"KK Women’s and Children’s Hospital has evolved over the decades, since its founding in 1858, into a regional leader in Obstetrics, Gynaecology, Paediatrics and Neonatology. Today, the 830-bed hospital is a referral centre providing tertiary services to handle high-risk conditions in women and children.

More than 400 specialists adopt a multi-disciplinary and holistic approach to treatment, and harness the latest innovations and technology for the best medical care possible.

As an academic healthcare institution, KKH believes that world-class clinical training and research are imperative in raising the standard of care. Hence, the Hospital has adopted a culture of innovation as it strives for world-class clinical leadership.

As we continually raise the bar on clinical excellence, we are sensitive to our patients’ needs for a pleasant hospital experience – one where they receive seamless service and enjoy the warmth of compassionate care in a healing environment.",Volunteering Opportunities,Befriending elder anad assist in programmes/ events.,"Short term: Project basis.
Regular: Depending on events, may be 3 months or yearly",Depends on projects and events,"above 16 years old, bilingual (preferably English and a second language), are in good general health and enjoy working with people
Short term and Long Term Volunteers welcomed",$0 ,KK Women's & Children's Hospital,100 Bukit Timah Road,,Singapore 229899,"General: 8.30 to 5.30pm
A&E: 24 hours",Central,volunteer@kkh.com.sg,6394 2327
256,Kwong Wai Shu Hospital & Nursing Home,Non-Profit ,http://www.kwsh.org.sg/,"Kwong Wai Shiu Hospital boasts 350 beds spread over a 6-acre compound. Staffed by about 300 trained and professional employees, our In-patient Department (IPD), Rehabilitation Centre and Traditional Chinese Medicine (TCM) Centre serves thousands of patients every month.

Despite being a charitable organization that is heavily dependent on public support and donations, Kwong Wai Shiu Hospital remains focused on providing standards of care and service to our residents.
- See more at: http://www.kwsh.org.sg/en/aboutus#sthash.ZUPtRuId.dpuf",Volunteering Opportunities,"Befriending seniors. Conduct workshops for seniors (Flower arrangement, handicrafts)",Depends on Programmes,depends on programmes,NA,$0 ,Kwong Wai Shu Hospital & Nursing Home,705 Serangoon Road,,Singapore 328127,"Mon - Fri: 8:30am - 5pm
Sat: 8:30am - 1pm",North East,volunteer@kwsh.org.sg Or soongk@kwsh.org.sg,6294 6603 (Volunteerism Department)
257,Life Community Services Society (Coporate Office),Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,"Commitment of at least a year for the wellbeing of the child
6 hours monthly contact time with the child
Attend a Learn & Share session for an introduction to the  programme and preparation for the role 
Attend a Get-To-Know-You session to better facilitate the match of the volunteer to a FOC child.
",$0 ,Life Community Services Society (Coporate Office),"5 Stadium Walk, Kallang Leisure Park",#04-04/07,Singapore 397693,Monday to Friday: 9am to 6pm,Central, Icss@life-community.org,6387 3700
258,Life Community Services Society (Life Student Care (Hougang)),Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,NA,$0 ,Life Student Care (Hougang),Blk 681 Hougang Ave 8,#04-801 ,Singapore 530681,Monday to Friday: 9am to 6pm,North East,hglsc@life-community.org ,6489 8720
259,Life Community Services Society (Life Student Care (Sengkang)),Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,NA,$0 ,Life Student Care (Sengkang),306C Anchovale Link,#01-77,Singapore 543306,Monday to Friday: 9am to 6pm,North East,sklsc@life-community.org ,6489 8718
260,Life Community Services Society (Life Student Care (Yishun)),Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,NA,$0 ,Life Student Care (Yishun),611 Yishun St 61,#01-199,Singapore 760611,Monday to Friday: 9am to 6pm,North West,yslsc@life-community.org ,6755 0678
261,Life Community Services Society (Life Student Care (Happy Meridians)),Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,NA,$0 ,Life Student Care (Happy Meridians),20 Pasir Ris St 71 (Within Merdian Primary School),,Singapore 518798,Monday to Friday: 9am to 6pm,South East,lschm@life-community.org ,65810087
262,"Life Community Services Society (MightyKids, Families & Community Activities Centre)",Non-Profit ,http://www.life-community.org/home/,"Life Community Services Society  ( LCSS ) is a Christian based registered charitable organization and a member of the National Council of Social Service ( NCSS ).

 LCSS works with the children and families who are mostly from the lower income group and children whose parents are incarcerated.",Volunteering Opportunities,Tutoring for children. Guide during educational field trips.,Based on mutual agreement,Based on mutual agreement,NA,$0 ,"MightyKids, Families & Community Activities Centre",32  Telok Blangah Rise,# 01-267,Singapore 090032,Monday to Friday: 9am to 6pm,Central,rebeccalim@life-community.org ,6270 7198
263,Light & Love Welfare Services Centre,Non-Profit ,http://singapore.lightandlovehome.org/,"By the love of Christ, we serve the community, preach the Gospel and care for the needy.",Volunteering Opportunities,Befriending to elderly. Entertain seniors with acitivities.,Every Saturday,2pm to 4pm,Commit a minimum of 10 hours to community services program within 6 months,$0 ,Light & Love Welfare Services Centre,21 Bukit Batok Crescent,#13-75,Singapore 658065,Not Provided,South West,llc-sg@lightandlovehome.org,Not Provided
264,Ling Kwang Home for Senior Citizens,Non-Profit ,http://www.lkhsc.org.sg/,"The Home was established in 31 December 1983. An extended building was completed in November 1992 to cope with the demand for more bed space. A new Garden Wing was completed in December last year to provide for more facilities.

It is a Christian nursing home which serves a maximum capacity of 350 elderly residents.  Being a nursing home, the majority of residents are wheelchair bound or bed-ridden.

We also have a Day Rehabilitative Centre serving the elderly living within the vicinity. Our commuter buses with hydraulic lift facilities are available to transport these elderly clients.
Besides providing them with physical care, we also believe in addressing the spiritual and emotional needs to ensure that our elderly are receiving holistic care in all areas. Spiritual/social care counselling by experienced staff is provided to those who are in need. The elderly residents are encouraged to stay as healthy and active as possible.",Volunteering Opportunities,Befriending with seniors. Assist to facilitate in group games. Entertain seniors with music.,Depends,Depends,NA,$0 ,Ling Kwang Home for Senior Citizens,"156 Serangoon Garden Way
",,Singapore 556055,Not Provided,North East,general@lkhsc.org.sg,6287 5466
265,Man Fut Tong Nursing Home,Non-Profit ,http://www.mft.org.sg,"Ven Ho Yuen Hoe founded Man Fut Tong Lin Chee Cheng Sia Temple (Since 1948) and Man Fut Tong Nursing Home (Since 1969, formally known as Man Fut Tong Old People Home).",Volunteering Opportunities,"Assist in outings, activities (cooking, arts & crafts, games) and cleaning assistance.",Weekly or it depends,Depends,NA,$0 ,Man Fut Tong Nursing Home,20 Woodlands St 82,,Singapore 738507,Not Provided,North West," mft@mft.org.sg, vm@mft.org.sg",6368 3301 
266,Marine Parade Family Service Centre,Non-Profit ,http://www.mpfsc.org.sg/,"It a joint project by South East Community Development Council, Catholic Welfare Services Singapore and the Brothers of St Gabriel",Volunteering Opportunities,Mentor for children. ,Depends,Depends,NA,$0 ,Marine Parade Family Service Centre,"53 Marine Terrace, #01-227 ", #01-227 ,Singapore 440053,Not Provided,South East,contact@mpfsc.org.sg,6445 0100 
267,Masjid AL-Mawaddah,Non-Profit ,almawaddah.sg,"A mosque is a place of worship used by Muslims. The English word ‘mosque’ is derived from Arabic equivalent, masjid, which means ‘place of prostration’. The mosque not only serves the religious needs of the community, it also provides other social services. This is in line with the concept of the mosque being a multi-functional institution and its centrality as a prime agency to facilitate the creation of an excellent Muslim Community.",Volunteering Opportunities,Assisting in the preparation of food during mosques events,Every Thursday,No limit,NA,$0 ,Masjid AL-Mawaddah,"151 Compassvale Bow, Spore",,Singapore 544997,"Monday, Thursday: 9am to 5pm
Wednesday, Friday: 9am to 630pm",North East, info@almawaddah.mosque.org.sg,6489 0224 
268,Rainbow Centre (Margaret Drive),Non-Profit ,http://www.rainbowcentre.org.sg/,"The Centre runs two Special Education (SPED) schools and two Early Intervention Programme (EIP) centres at Rainbow Centre - Margaret Drive School campus and Rainbow Centre - Yishun Park School campus for children with special needs. All the Centre's programmes adopt a holistic developmental curriculum in the areas of language and communication skills, cognitive skills, social and emotional skills, fine and gross motor skills, and adaptive daily living skills. They are carried out by a multi-disciplinary team of trained SPED and EIP Teachers, Speech Language Therapists, Physiotherapists, Occupational Therapists, Psychologists, Social Workers, and Music and Art Therapists.",Volunteering Opportunities,"Medical trained volunteer to offer professional services. Administrative support, volunteer tutor in classrooms and outdoor activities.",Monday to Fridays,"2 sessions
8.00am to 12.30 pm for the morning session
1.00pm to 5.15pm for the afternoon session","At least 17 years old, at least 6 months commitment",$0 ,Rainbow Centre (Margaret Drive),"501 Margaret Drive, Singapore",,Singapore 149306,"Monday - Friday, 8.00am - 5.30pm",Central,sereneang@rainbowcentre.org.sg,6472 7077
269,Rainbow Centre (Yishun Park School),Non-Profit ,http://www.rainbowcentre.org.sg/,"The Centre runs two Special Education (SPED) schools and two Early Intervention Programme (EIP) centres at Rainbow Centre - Margaret Drive School campus and Rainbow Centre - Yishun Park School campus for children with special needs. All the Centre's programmes adopt a holistic developmental curriculum in the areas of language and communication skills, cognitive skills, social and emotional skills, fine and gross motor skills, and adaptive daily living skills. They are carried out by a multi-disciplinary team of trained SPED and EIP Teachers, Speech Language Therapists, Physiotherapists, Occupational Therapists, Psychologists, Social Workers, and Music and Art Therapists.",Volunteering Opportunities,"Medical trained volunteer to offer professional services. Administrative support, volunteer tutor in classrooms and outdoor activities.",Monday to Fridays,"2 sessions
8.00am to 12.30 pm for the morning session
1.00pm to 5.15pm for the afternoon session","At least 17 years old, at least 6 months commitment",$0 ,Rainbow Centre (Yishun Park School),15 Yishun Street 61,,Singapore 768548,"Monday - Friday, 8.00am - 5.30pm",North West,sereneang@rainbowcentre.org.sg,6482 2592
270,Reach Community Service Society,Non-Profit , http://www.reach.org.sg,"Founded by Grace Assembly of God, RCSS was established to fulfill the vision of 'Touching Hearts, Reaching Lives' through three service units: REACH Family Service Centre, REACH Counselling and REACH Youth. Since our inception, we have grown in our community outreach and social services. We will continue to grow our expertise and service capacities to reach out to those in need.",Volunteering Opportunities,"Home visits to lonely individuals and families, support in family and youth activities, community outreach",Depends,Depends,NA,$0 ,Reach Community Service Society,187 Bishan Street 13,#01-475,Singapore 570187 ,"Monday to Wednesday: 9am to 9pm
Thursday, Friday: 9am to 6pm
Saturday: 9am to 1pm",Central, contact@reach.org.sg,6252 2566 
271,Reach Community Service Society,Non-Profit , http://www.reach.org.sg,"Founded by Grace Assembly of God, RCSS was established to fulfill the vision of 'Touching Hearts, Reaching Lives' through three service units: REACH Family Service Centre, REACH Counselling and REACH Youth. Since our inception, we have grown in our community outreach and social services. We will continue to grow our expertise and service capacities to reach out to those in need.",Personal Health Care Services,Providing counselling services for seniors and families.,Depends on case,Normally 2 hours,NA,$0 ,Reach Community Service Society,187 Bishan Street 13,#01-475,Singapore 570187 ,"Monday to Wednesday: 9am to 9pm
Thursday, Friday: 9am to 6pm
Saturday: 9am to 1pm",Central, contact@reach.org.sg,6252 2566 
272,Art Outreach,Non-Profit ,http://www.artoutreachsingapore.org/,"Art Outreach Singapore was incorporated as an educational non-profit organization in 2003. The organization received charity status in October 2004, and was granted Institute of Public Character (IPC) status under the National Arts Council?s “Support for the Arts” Central Fund in February 2004.",Volunteering Opportunities,"Art Teacher, Local tour guides",Weekdays,Depends on Programmes,"Volunteer teachers: Must be available to teach during school term and hours and attend training

Volunteer Art Guides and Art Stewards: Ad hoc basis, usually on weekdays

Training provided for all",$0 ,,,,,,,,
273,Morning Star Community Services,Non-Profit , http://www.morningstar.org.sg/,"Morning Star Community Services was formed in 1999 as a community service project to enrich and strengthen family relationships. We were registered as an independent non-profit, voluntary welfare organization in 2002 and a member of the National Council of Social Service (NCSS) in 2003 and serves people of all races and religions.",Volunteering Opportunities,"Mentor for children, Assist in cleaning and maintenance of premise, Administration assistance.",Depends on Programmes,Depends on programmes,NA,$0 ,Morning Star Community Services,4 Lorong Low Koon,,Singapore 536450,7.30am to 6.30pm,North East, mstar@morningstar.org.sg,6285 1377 
274,Majis Ugama Islam Singapura (MUIS),Non-Profit ,http://www.muis.gov.sg/cms/index.aspx,"The Majlis Ugama Islam Singapura (MUIS), also known as the Islamic Religious Council of Singapore, was established as a statutory body in 1968 when the Administration of Muslim Law Act (AMLA) came into effect. Under AMLA, MUIS is to advise the President of Singapore on all matters relating to Islam in Singapore.

The role of MUIS is to see that the many and varied interests of Singapore's Muslim community are looked after. In this regard MUIS is responsible for the promotion of religious, social, educational, economic and cultural activities in accordance with the principles and traditions of Islam as enshrined in the Holy Quran and Sunnah.",Volunteering Opportunities,Befriending and volunteering,Depends on Programmes,Depends on Programmes,Not provided,$0 ,Majis Ugama Islam Singapura (MUIS),273 Bradell Road,,Singapore 579702,"Mondays to Fridays: 8.30 am to 5.30 pm
(Mondays to Thursdays: Closed from 1.00 pm – 2.00 pm)
(Fridays: Closed from 12.30 pm – 2.30 pm)
  
Saturdays: 8.30 am to 1.00 pm
 
We are closed on Sundays and public holidays",Central,info@muis.gov.sg,6359 1199
275,New Hope Community Services,Non-Profit ,http://www.newhopecs.org.sg/,"New Hope Community Services (NHCS) was registered as a charity in 2004. Our sole motivation is the love of God and the conviction that His church must stay relevant to the needs of the community. We are concerned for those in need and we strive to reach out to them, regardless of their race or religion.

In June 2007, New Hope Community Services launched the Shelter for Displaced Families. We recognise that homelessness can strike in many ways. Our mission is to stand in the gap and provide a Shelter of Hope to these homeless Singaporeans and to empower them to alleviate and improve their situation.

At New Hope Community Services, our goal goes beyond providing temporary shelter to those we serve; we want to infuse them with real hope to see their lives changed.",Volunteering Opportunities,Organise Charity events,Depends,Depends,NA,$0 ,New Hope Community Services,Block 148 Yishun Street 11,#01-123 ,Singapore 760148 ,Office hours : Monday - Friday  9am - 6pm,North West,info@newhopecs.org.sg,63059620
276,Loving Heart Multi-Service Centre,Non-Profit ,http://www.lovingheartjc.org/,"Loving Heart Multi-Service Centre (Jurong) [LHMSCJ] is a non-profit voluntary welfare organisation (VWO) started in 2004 to serve the residents and community of Jurong Central Constituency.

Registered as a society in 2004 (ROS-0163/2004 WEL), LHMSCJ is a member of the National Council of Social Services (NCSS) and has been granted charitable status since November 2004.

Modelled after Loving Heart Multi-Service Centre (Yuhua), LHMSCJ is situated at Block 316 Jurong East Street 32 #01-279 and undertakes social projects within Jurong Central Constituency, collaborating with relevant social agencies and organisations to better serve the community and promote bonding amongst the residents in the neighbourhood.

Since then, the Centre has expanded its services to serve not only Jurong Central Constituency but also the whole of Jurong GRC. To reflect this change, Loving Heart Multi-Service Centre (Jurong Central) was renamed Loving Heart Multi-Service Centre (Jurong) on 13th September 2012.",Volunteering Opportunities,"Tutoring for less privileged students, Helping at TCM clinic, Ad-hoc house cleaning for needy families.",Depends on Programmes,Depends on Programmes,NA,$0 ,Loving-Heart Multi-Service Centre,Blk 316 Jurong East Street 32,#01-279,Singapore 600316,"9.15am - 6pm (Mon - Fri, excluding Public Holidays)",South West,ivy@lovingheartj.org,6567 4166
277,Seventh-Day Adventist Chinese Church - Adventist Home for the Elders,Non-Profit ,http://www.adventisthome.org.sg/index.html,"The Adventist Home for the Elders is a registered charity with Institution of Public Character (IPC) status, where donations enjoy 250% tax rebate allowed by IRAS. Established since 1981, we provide 24/7 residential care to the aged and destitute. We are the first to deploy an AED and we also organise quarterly lunches for needy elderly in the neighbourhood.",Volunteering Opportunities,"Assist in hair cutting, Spring cleaning, storytelling.",Any,around 1 to 2 hour,NA,$0 ,Adventist Home For The Elders,Blk 195 Kim Keat Avenue,#01-294 / 310 / 314 ,Singapore 310195,Not Provided,Central,contact@adventisthome.org.sg, 6258 1267
