id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
311,Tirisula Yoga,Private,http://tirisulayoga.com/,"Tirisula means Trident in Sanskrit. The trident represent the 3 gunas (qualities) existing within us and nature. They are sattvic (pure), rajasic (activity oriented) and tamasic (dullness).  Transform through Tirisula Yoga to transcend these 3 qualities..",Recreational and Leisure,"Yoga classes, workshops, retreats",Depends,Depends,NA," >$1,000 ",Tirisula Yoga,80B Arab Street,,Singapore 199777,"Mon – Fri: 10am to 8pm
Sat: 10am to 4pm 
Sun & Public Holidays: By appt only
",Central, info@tirisulayoga.com,"6299 5181 / 8518 4900
"
312,1@Wholistic Learning Place PTE Ltd,Private,http://www.1wholisticplace.com.sg/,"1@Wholistic Learning Place came into being because a group of professional therapists and TCM practitioners wishes to elevate the standard of the wellness industry. With this one passion for the wellness industry, we desire to be the conduit of learning of sound theoretical knowledge and masterful handwork. 

This is ONE place that encourages and motivates you to learn, to share and to grow in abundance in the mind, the body and the soul. It doesn’t matter whether you are a novice or an expert, young or experienced; you can contribute to the wellness of others. Be ONE with us.",Learning and Enrichment,"Certified courses for Nail Art, Oriental Therapy, Eyebrow Art, Professional development and Self-development",Depends on course,Depends on course,"Depends on course
Self-development are suitable for public"," >$1,000 ",1@Wholistic Learning Place PTE Ltd,"8, Jurong Town Hall Road.  JTC Summit
Jurong East, Singapore 609434
",#03-01,Singapore 609434,Not Provided,Central,enquiries@1wholisticplace.com.sg,68613884
313,1939 Art Academy Pte Ltd,Private,www.1939academy.com,"1939 Art Academy is an artistry institution that aims to nurture outstanding talents for the industry, with much emphasis on the aesthetics of a professional image through an all rounded cosmetology education on hairstyling, beauty, make-up and nail-art. The training area involves professional image design, road show, fashion magazine shooting, commercial advertisement and also TV event shows.",Learning and Enrichment,"Certified courses in Hairdressing, Beauty and Spa, Make-up and Nail Art",Depends on course,Depends on course,Recommended for professional stylists and those who wishes to be," >$1,000 ",1939 Art Academy Pte Ltd,11 Teo Hong Road ,, Singapore 088326,"Mon - Sat [ 0930 ~ 2030 ] ; 
Sun [ 0930 ~ 1900 ]",Central,studentinfo@1939academy.com,"6223 3992 (Tel)
6604 0509 (Tel)"
314,3dsense Media School,Private,http://www.3dsense.net/global/,"3dsense is a school dedicated to providing high quality, industry relevant training for jobs in Film, Animation, Games and Design, through our intensive diploma programmes. 

Appointed CET Centre by the Singapore Workforce Development Agency

",Learning and Enrichment,"Certified programmes for Technical Direct, Animation, Digital Design, Courses on Compositing, Digital Sculpting, CG Production, Architectural Visualization and Traditional Clay Sculpting",Depends on course,Depends on course,"NA

Singaporeans and PRs are eligible for WDA subsidy"," >$1,000 ",3dsense Media School,6 Eu Tong Sen Street,"#03-38
The Central",Singapore 059817,"Mon - Fri:    9:00 am – 6:00 pm
Sat:              9:00 am – 12:00 pm
Sun & PH:   Closed
",Central,enquiries@3dsense.net,6224 9455
315,Aesthetics International Academy Pte Ltd,Private,www.beautyacademy.com.sg,"Established since 1978, Aesthetics was formerly known as Yoyogi Hairdressing and Beauty School. As a pioneer in the beauty industry, with at least 30 years of experience in education, we stand out proud.

Aesthetics has a proven track record, having trained and produced many capable and professional aestheticians for this industry.

Our school offers a variety of courses tailored to suit every individual needs. At the same time, we arranged well-known professionals to conduct lectures and trainings using the latest techniques in the industry. Diplomas offered from our courses are internationally well-recognized from Switzerland, United Kingdom and Singapore.

We believe in remaining at our cutting edge. Our mission is to provide exclusive and quality services. We will continue to nourish, train, develop and groom quality pool of professional aestheticians to the industry and meanwhile, to provide structured training courses to maximum the capability and productivity of our students.",Learning and Enrichment,"Certified courses on Beauty Therapy Services, Nail Treatments, Facial Services, Massages.
Personal Development",Depends on course,Depends on course,"The minimum entry requirements for certified courses are: 
 At least 16 years old and above 
Secondary level or equivalent(no maximum age)", $$$$$ ,Aesthetics International Academy Pte Ltd,180 Bencoolen Street,"#02-01
The Bencoolen Singapore",Singapore 189646,Monday-Saturday 10.30am to 7:30pm,Central,info@beautyacademy.com.sg,63388339
316,Air Transport Training College,Private,attc.edu.sg,"Air Transport Training College (ATTC) was established in 1999 as the Professional Development Centre of the Singapore Institute of Aerospace Engineers (SIAE). The college is registered with the Accounting and Corporate Regulatory Authority (ACRA) of Singapore with the registration number 199901790-H.

ATTC L4 Reception

Within the Singapore Airworthiness Requirement (SAR) framework, regulated by the Civil Aviation Authority of Singapore (CAAS), ATTC is a SAR Part 147 Approved Maintenance Training Organisation (CAAS Approval No: MTO/002). This means ATTC is approved to offer training programmes that meet SAR-66 basic knowledge and initial skills requirements in Aircraft Maintenance, Repair and Overhaul MRO) activities. ATTC has also obtained the Republic of Maldives MCAR-147 approval to provide Part-66 basic knowledge and aviation skills training including the conduct of MCAR-66 basic knowledge examinations.

ATTC is concurrently a Singapore Workforce Development Agency (WDA) Approved Training Organisation (ATO), having been awarded ATO No.00161 on 2nd August 2007. On 1st September 2007, ATTC was appointed by WDA as a CET (Continuing Education & Training) Centre for the Aerospace industry. Since 1st January 2013, ATTC became a WDA appointed NCI (National Continuing Education and Training Centre Institute) for the Aerospace industry Workforce Skills Qualification.

ATTC is also registered as a Private Education Institution (PEI) with the Council for Private Education (CPE) under the Enhanced Registration Framework (ERF). This registration is valid from 06 August 2010 to 05 August 2014. ATTC has been awarded the 4-year EduTrust Certification (certificate no: EDU-2-2031) by CPE valid from 28 December 2011 to 27 December 2015.

The college is also ISO9001:2008 quality certified by the BSI (British Standard Institute).

In March 2009, ATTC is bestowed with the Frost & Sullivan’s Asia Pacific Aerospace & Defense 2009 Aerospace Technical Training Institution of the Year Award.

Since 26th November 2012, ATTC operates from our new training complex (Seletar Aerospace Training Complex) at Seletar Aerospace Park.  Apart from a fully operational hangar, with access to the runway at the Seletar Airport, and workshops offering skills-based training in aircraft related mechanical, avionics, electrical, engine systems and advanced composite repair techniques, the training complex also houses a Cessna 172 Skyhawk and a fully operational Learjet 25B to enhance the maintenance experience offered at the hangar. Seletar Aerospace Training Complex was officially opened by Acting Manpower Minister, Mr. Tan Chuan-Jin on 22nd May 2013.

In August 2013, ATTC entered into a Training Agreement with Turbomeca Asia Pacific whereby ATTC will form part of Turbomeca’s international training network for the delivery of Turbomeca Level 1 and Level 2 maintenance courses. Such engine type training offered by ATTC’s instructors, under authorisation and qualification by Turbomeca, allow both the local and regional workforce to increase their skills and employability for the support of helicopter operations.

In October 2013, ATTC also entered into an MOU with Jet Aviation (Asia Pacific), a General Dynamics company, for the launch of a joint “ATTC – Jet Aviation Licensed Aircraft Engineer Training Program for Business Aviation”. This joint program offers quality training opportunities for our workforce in an effort to develop a competitive pool of local Licensed Aircraft Engineers and related professionals for Business Aviation at Seletar Aerospace Park and beyond.",Learning and Enrichment,"Certified courses on Aerospace topics: Aviation, Maintainence, Aircraft Engineering etc.",Depends on courses,Depends on courses,"able to communicate in spoken and written english for courses. Workshop -All singaporeans of all ages

WDA funding are available for Singaporeans and PRs"," >$1,000 ",Air Transport Training College,"70 Seletar Aerospace View
",Seletar Aerospace Training Complex,Singapore 797564,Not Provided,Central,enquiry@attc.edu.sg,6603 6600 / 6603 6603
317,Aroma Art International Pte Ltd,Private,http://www.aromaart.com.sg/,"our institute is dedicated to the study of complementary therapies and bodyworks from all major view points, placing special emphasis on the knowledge and skills of Aromatherapy which can be practically applied.
 
Learning with AromaArt, you will understand that Aromatherapy is more than just beautifying the body, calming the mind or lifting the soul. Together with us, you will discover the endless possibilities which Aromatherapy has to offer, like applying it as a complementary therapy in cancer and palliative patient care or elderly care as we did in various hospice centres, elderly homes and hospitals over the years, both in Singapore and overseas.
 
And our efforts don't just stop here, working closely with reputable health organisations such as the National Taichung Nursing College and the National Taiwan University Hospital, we strive to collaborate and combine our resources in Research & Development in Aromatherapy. Positively believing that in time, our collaboration would yield good results whereby Aromatherapy may be more effectively applied in palliative care for the patients.",Learning and Enrichment,Aromatherapy course,4 times a week,4 months(full time),Able to speak basic english," >$1,000 ",Aroma Art International Pte Ltd,31A Duxton Road,,Singapore 089495,Not Provided,Central,"aromaart@singnet.com.sg

dianna@aromaart.com.sg",6324 7890
318,Ascott Centre for Excellence,Private,www.ascott-ace.com,"Ascott Centre for Excellence is the global hospitality training centre of The Ascott Limited, set up to develop the human capital of Ascott. ACE’s vision is to be a valuable partner in the group’s success in learning and development. Its mission is to inspire and enable the development of staff through the spirit of partnership and the implementation of effective human resource practices.

With modern and well-equipped facilities at its campus in Singapore, ACE is currently training Ascott’s employees located in Asia Pacific, Europe and the Gulf region through proprietary programmes focused on competencies and skills in operational readiness and service excellence. In line with CapitaLand’s culture of talent development, ACE’s programmes are also conducted on-site properties across Ascott’s geographical influence.",Learning and Enrichment,"WSQ courses in Tourism, Hotel and Accomadation",Monday to Friday,0900hrs-1800hrs,"Target Audience
•New entrants to the Hotel and Accommodations sector
•Current industry professionals seeking to advance their skills
•Individuals seeking career transition opportunities

WDA funding available for Singaporeans and PRs", <$500 ,Ascott Centre for Excellence,"2 Anthony Road
",,Singapore 229956,Not Provided,Central,support.ace@the-ascott.com,6500 3333
319,Association of Chartered Certified Accountants,Private,http://singapore.accaglobal.com/,"ACCA (the Association of Chartered Certified Accountants) is the largest and fastest-growing global professional accountancy body with 424,000 students and 147,000 members in 170 countries. We aim to offer business-relevant, first choice qualifications to people of application, ability and ambition around the world who seek a rewarding career in accountancy, finance and management.

In Singapore, ACCA has a long and proud history and traces its origins back to 1936.

ACCA enjoys a reputation as an established brand with an excellent track record in Singapore. ACCA is recognised in the Accountants' Act 2004. In 2005, ACCA signed a Mutual Recognition Agreement (MRA) with the national body, ICPAS. The MRA strengthens ACCA's relationship with ICPAS and expresses ICPAS's commitment to work with ACCA in enhancing the quality of the accounting profession in Singapore .

There are currently approximately 9,900 ACCA members and affiliates in Singapore. ACCA members and affiliates work in all key sectors of the economy and include leading captains of industry.

ACCA has the largest accounting student population in Singapore and has over 16,600 registered students currently. ACCA also produces more than 40% of the accountancy graduates in Singapore each year. It therefore contributes significantly to the development of the accounting profession in Singapore.

ACCA also works with over 120 employers in Singapore under the ACCA Approved Employer programme. This is a formal recognition of the learning and development support leading organisations offer to ACCA students and members. The Approved Employer programme is also a platform from which ACCA and major employers in Singapore develop a mutually beneficial relationship, based on increasing the standard of learning and development support, innovative service and excellent delivery.

Through ACCA's continued commitment to strengthen and reinforce its relationships with its primary stakeholders: the members; students; employers; tuition providers and regulatory bodies, ACCA Singapore aims to achieve and promote the highest professional, ethical and governance standards and advance the public interest.",Learning and Enrichment,"Certified courses to upgrade accounting related skills. Either online or at various established tuition providers

Workshops, seminars available for all",Depends on Student for courses.Might be conducted 3 to 4 times a months for workshops/seminars,"Courses - Depends on student.

Diploma in Accounting and Business-It's up to you but please note there is a 10-year time limit to complete the exams when achieving the ACCA Qualification. Recommended: 6 to 12 months.

Advanced Diploma in Accounting and Business-It's up to you, but please note there is a 10-year time limit to complete the exams when gaining the ACCA Qualification. Recommended - 12 to 18 months.

Ranging from 2 to 8 hours for workshops","Recommended for Accoutants / Auditors

Two A-Levels and three GCSEs (or their equivalent)
These need to be in five separate subjects including English and maths
.

Workshops Target audience depends on workshops/seminars (e.g. talk on the Benefits of a Professional Qualification for ACCA student for a recent or long-term affiliate and member,no age limit)", <$500 ,Association of Chartered Certified Accountants,435 Orchard Road, #15-04/05 Wisma Atria ,Singapore 238877,Monday to Friday: 9.00am - 5.00pm.,Central,info.sg@accaglobal.com,67348110
320,BCA Academy,Private,www.bcaa.edu.sg,"BCA Academy provides quality training and research programmes for the advancement of the building industry and the development of an excellent built environment. Since 1984, the Academy has been playing a key role in ensuring that the skills and expertise required to shape a safe, high quality, sustainable, and friendly built environment are readily available",Learning and Enrichment,"Certificate courses related to construction industry such as Safety, Sustainability, Design, Productivity.

Diplomas relating to Constrution Engineering, Construction IT, Management, Design etc

Workshops relating to Fire Safety, Project Management, Industry Practices, Managers Courses etc ","Diplomas - Yearly intakes by July

Certificates - Yearly runs, exact timings depends on courses","Module 1: 6 Hours
Module 2: 3 Hours
Module 3: 4 Hours 

Total duration: 13 Hours. Workshops:Average 2 Full day
","Target Audience

- Site Investigation Supervisors
- Practicing Engineers
- Geotechnical Specialists
- Other Supervisory Personnel
- WSH Personnel"," >$1,000 ",BCA Academy,200 Braddell Rd ,,Singapore 579700,"Monday - Friday (excluding Public Holiday)
0830 hours - 1700 hours",Central,bca_academy@bca.gov.sg,6248 9999
321,Beauty Forever Learning Hub PTE LTD,Private,http://www.itecworld.co.uk/college/?k=250448,"Beauty Forever Learning Hub offers training courses for applicants interested in the beauty industry. With course contents of UK programs from International Technology Examination Council (ITEC), UK and Confederation of International Beauty Therapy & Cosmetology (CIBTAC), participants will acquire hands-on training in various beauty skills and knowledge that equip them well for industry positions locally and regionally. This farsighted move to train beauticians and therapists as Ms Catherine has shared, is aimed at lifting standards and professionalism of beauty training and services, resulting in a better experience for women everywhere.",Learning and Enrichment,"Certified courses for Beauty Specialists, Massages, Nail Art, Reflexology etc.",Depends on student's schdule,300 hours,NA," >$1,000 ",Beauty Forever Learning Hub PTE LTD,101 Beach Road,"#02-04 
The 101",Singapore  189703,Mon - Fri: 9.00 am to 6.00 pm ,Central,info@beautyforever.com.sg ,"6338 5029

6336 0901"
322,Capelle Academy,Private,www.capelleacademy.com,"Capelle Academy was formed to give more focus to Learning and Development. We currently offer learning and development solutions in the following WSQ frameworks:

As a Service Excellence Continuing Education and Training (CET) Centre, we will offer the full suite of 24 Service Excellence Workforce Skills Qualifications (WSQ) modules, aimed at raising the service level of the service workforce in Singapore.",Learning and Enrichment,"Service Excellence, Leadership & People Management, Executive Development and Growth for Excellence, Employability Skills, Generic Manufacturing Skills, Business Management",Depends on courses,Depends on courses,"NA, no maximum age", <$500 ,Capelle Academy,"11 Eunos Road 8 
","#05-04, 
Lifelong Learning Institute",Singapore 408601,Not Provided,South East,contactus@capelleacademy.com,6325 4982
323,Centre for Urban Greenery and Ecology,Private,https://www.cuge.com.sg,"The Centre for Urban Greenery and Ecology, or CUGE in short, is jointly established by the National Parks Board and the Singapore Workforce Development Agency. CUGE has a critical mass of knowledge to share and advance expertise on urban greenery and ecology. CUGE provides professional skills training programmes for all levels of professionals and is a national training institution of the Landscape Workforce Skills Qualifications (WSQ). CUGE serves as a regional repository of best practices to advance urban and green living environment. CUGE will serve as the lead training provider for all levels of the landscape industry workforce. It will use the Singapore Workforce Skills Qualifications (WSQ) System to train and certify skills training and facilitate career development in the landscape industry.",Learning and Enrichment,"WSQ courses in Landscape Operations, Landscape Supervision, Landscape Management etc.",Depends on courses,Depends on courses,"•Experienced Landscape workers (Local and Foreign)
•Able to communicate and understand basic conversational English
"," <$1,000 ",Centre for Urban Greenery and Ecology (Office),"1G, Cluny Road",House 1 ,Singapore 259603,"8.30am to 5.30pm, Mon - Fri",Central, askcuge@cuge.com.sg,6465 0288
324,CG Protege Animation School,Private,www.cgprotege.com,"CG Protege Animation School started conducting WSQ
accredited training programmes since 2008, and is officially
invited by the Workforce Development Agency of Singapore
to set up the first WSQ professional advanced certificate
in animation course.

Training is administered by a team of industry veterans
and trainers with animated TV series & animated feature experience
who have a successful track record in grooming production-ready
graduates for the industry, conducted in a studio based environment.",Learning and Enrichment,"Courses on Animation, Digital Sculpting, CG Production etc. (Full-time, short courses, workshops)","WSQ - Yearly intakes (Full courses); Depends on schedule (Short courses)

Workshops-depends (e.g. upcoming workshop total of 2 weeks, 4 times a weeks","Full -time courses - 2-year

Short courses - 30 hours

Workshops - ranges for topic","No maximum age : Freelancers will be screened by us and meet the eligibility criteria before they can be accepted into the Programme. 

Targeted for Media-industry professionals.

Workshops-depends on workshop(No maximum age)"," >$1,000 ",CG Protege Animation School,12 Prince Edward Road,"#06-02 Podium A
Bestway Building",Singapore 079212,Not Provided,Central,admin@cgprotege.com,6473 7502
325,CSM Academy International,Private,www.csmacademy.edu.sg,"CSM Academy was established since 2005 as a Private Education Institute to deliver Service Management programmes with a major focus on healthcare services education. We have developed our own intellectual property programmes in Aged Care, Therapy Services, Biomedical Sciences and is partnering with a UK University to deliver their BSc Nursing, MSc Clinical Research and MSc Health Administration in Singapore.

To date, we have trained over 2000 staff from all hospitals and nursing homes in Singapore in the BSc Nursing, Certificate in Aged Care, Certificate in Therapy Services and a Diploma in Service Management whereby we placed great emphasis on application of knowledge to the workplace and skills competency. We are also one of the first 60 private education institutes amongst the over 2000 schools which have obtained Edutrust Certification at the inception of the new private education bill and is also an Authorised Training Organisation of the Workforce Development Agency.",Learning and Enrichment,"Certified courses in:
Health services - Aged Care Work, Therapy Services, Clinical Research, Health Administration, Nursing, Biomedical Science, Anatomy and Physiology, Nursing Gerontology and Palliative Care

General Services - Business, Service Management, Digital Media, Hotel Management, Tourism and Hospitality Management, Beauty Specialists, Holistic Massage, Customer Service",Depends on course intakes,Depends on courses (Certificates to Masters; Ranging from 3 months to 1 year),"Applicants must be at least 16 years of age  (No maximum age)with two-year industrial working experience and proficiency in English and possess  a keen interest in beauty and wellness therapy. A minimum of GCE ‘N’ Level qualification is required for admission for local  students. International applicants will be assessed based on the equivalent of GCE ‘N’ Level qualifications. However, it is the  discretion of the school and working experience of adult learners will be taken into consideration for admission into this  course. Applicants from non-English speaking countries need to pass Literacy Test or enrol for Basic English Communication  Course.

 

Applicants with Certificates conferred by the CSM Academy International or other relevant and qualified organizations in one  of the areas below:

 1. Skincare and Eye Treatments,

 2. Make-up,

 3. Waxing,

 4. Manicure & Pedicure and

 5.Professional Conduct & Business Awareness

are eligible to directly enrol for Diploma for Beauty Specialists course.
"," >$1,000 ",CSM Academy International,250 Sims Avenue,#03-01 SPCS Building,Singapore 387513,"Mon-Fri: 9am - 7pm 
Sat: 9am -1pm ",South East,csmsupport@csmacademy.edu.sg,6296 2962
326,DigiPen Institute of Technology Singapore,Private,https://singapore.digipen.edu,"As the world’s first college to offer a bachelor’s degree program dedicated to game development, DigiPen Institute of Technology has long been the top choice for students pursuing a career in the digital interactive media industries.

The performance-driven nature of the industry has set high standards and created fierce competition for students entering the job market today. In order to succeed, one must deliver unique and engaging interactive experiences to today’s audiences. This type of true technological innovation can only be achieved by those who have a deep, fundamental understanding of the complex relationship between user and experience.",Learning and Enrichment,"Courses for Game Artists, Game Designers and Software Developers

Courses on Game Development, Digital Art, Computer Science","Bachelors - Yearly intake (July)

WSQ - Depends on schedules","Bachelors usually spans eight semesters of 15 weeks each, or a total of four academic years. ",NA," >$1,000 ",DigiPen Institute of Technology Singapore,10 Central Exchange Green," #01-01,
PIXEL Building",Singapore 138649 ,"The administrative office is open Monday - Friday, from 9:00 - 5:30pm. Prospective students and their families should contact the Office of Admissions to set up an appointment to visit the school during these hours.

Weekly student access to the campus is from 8:00 am - 12:00 am, Monday through Saturday, and from 12:00 pm - 12:00 am on Sunday.  

Please note: Campus is closed on all Public Holidays.",South West,singapore@digipen.edu,6577 1900
