id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
551,Chinese Development Assistance Council (Redhill),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Redhill),"Blk 83 Redhill Lane   
",#01-85 ,Singapore 150083 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",Central,feedback@cdac.org.sg,6475 6567
552,Chinese Development Assistance Council (Sengkang),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Sengkang),  Blk 321B Anchorvale Drive   , #01-196 ,Singapore 542321,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",North East,feedback@cdac.org.sg, 6312 5329
553,Chinese Development Assistance Council (Tampines),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Tampines),"Blk 158 Tampines St 12   
",#01-77 ,Singapore 521158,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",South East,feedback@cdac.org.sg, 6783 4649
554,Chinese Development Assistance Council (Tanjong Katong),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Tanjong Katong),"65 Tanjong Katong Rd   Blk B Level 1 
",,Singapore 436957,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",South East,feedback@cdac.org.sg,66035575
555,Chinese Development Assistance Council (Toa Payoh),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Toa Payoh),"No. 381   Lorong 1 Toa Payoh (Beside Braddell MRT)   Level 2 OnePeople.sg Building 
",,Singapore 319758 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",Central,feedback@cdac.org.sg, 6258 8339
556,Chinese Development Assistance Council (Woodlands),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Woodlands),"Blk 317 Woodlands St 31   
",#01-194 ,Singapore 730317 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",North West,feedback@cdac.org.sg,6363 2120
557,Chinese Development Assistance Council (Yew Tee),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Yew Tee),"Blk 627 Choa Chu Kang St 62   
", #01-160 ,Singapore 680627 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",South West,feedback@cdac.org.sg,"6765 3302
"
558,Chinese Development Assistance Council (Puggol),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Puggol),"Blk 512 Hougang Ave 10 
",#01-67 ,Singapore 530512 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",North East,feedback@cdac.org.sg,6387 5455
559,Chinese Development Assistance Council (Bukit Panjang),Non-profit,http://www.cdac.org.sg/cos/o.x?c=/cdac_corp/section,Chinese Development Assistance Council (CDAC) was jointly set up on 22 May 1992 by Singapore Federation of Chinese Clan Associations (SFCCA) and Singapore Chinese Chamber of Commerce and Industry(SCCCI). CDAC was formally incorporated under the Companies Act and later granted the status of an Institution of Public Character by the Government.,Volunteering Opportunities,"Ad hoc activity planning, tutoring(p4-p6), reading (5-8 years of age)",Ad hoc,"Tutoring:3hrs, Reading:1hr","for tutoring, 17-35 years of age",$0 ,Chinese Development Assistance Council (Bukit Panjang),Blk 270 Bangkit Road   ,#01-22 ,Singapore 670270 ,"Mon-Fri: 1pm to 10pm
Sat/Sun: 10am to 5pm
Closed on eve of New Year's Day , Chinese New Year , Christmas and Public Holidays",South West,feedback@cdac.org.sg,"6465 4411
"
560,Edes Academy,Private Sector,http://edesacademy.weebly.com/index.html,"EdeS Academy Pte Ltd [CPE Registration No.198602085H Valid from 15th June 2013 to 14th June 2014] provides Accredited CIBTAC UK Diplomas Officially Recognized Professional Qualifications with wide range of training in Aesthetics, Anatomy & Physiology, and Massage, which is a leading International Qualifications for Beauty and Holistic Therapists recognized worldwide for over 30 years by employers in over 26 countries.",Learning and Enrichment,"Certified courses on Aesthetics, Massages, Anatomy & Physiology, Facial etc",Weekly,"Depends on courses, ranges from 106 hours or more",NA," >$1,000 ",Edes Academy,1205 Upper Boon Keng Road,"#01-06 
Geylang West Community Club",Singapore 387311,Monday to Friday: 9am to 1pm,Central,edesacademy.business@gmail.com/singapore.beautywellness@gmail.com ,"6337 7473 (Main)
6844 2137 (DID)"
561,Renci Hospital,Non-profit,http://www.renci.org.sg/Home.aspx,"Ren Ci can be literally translated as ""compassion"" or ""benevolent"", and this is what we stand for.

Established since 1994, Ren Ci Hospital is one of the few charity healthcare institutions in Singapore to provide affordable medical, nursing and rehabilitative care services for the community. Serving all regardless of background, race and religion, the interdisciplinary care team delivers quality service based on the principles of loving kindness and compassion. ",Volunteering Opportunities,"To assist in Art & Craft, outings, gardening, sewing, etc. ",NA,NA,NA,$0 ,Renci Hospital,71 Irrawaddy Road ,Ren Ci Hospital,Singapore 329562,Not Provided,Central,renci@renci.org.sg,6385 0288
562,SCDF ( 1st Division),Non-profit,http://www.scdf.gov.sg/content/scdf_internet/en.html,"The Singapore Civil Defence Force (SCDF) is a uniformed organisation under the purview of the Ministry of Home Affairs. The main role of SCDF is to provide fire-fighting, rescue and emergency ambulance services; mitigating hazardous materials incidents, as well as formulate, implement and enforce regulations on fire safety and civil defence shelter matters.

In 1982, the National Civil Defence Plan was launched which spearheaded the emergency preparedness for the nation. With the enactment of the Civil Defence Act in 1986, the SCDF was established as an independent organisation under the Ministry of Home Affairs (MHA). In the same year, the Hotel New World collapse paved the way for joint operations between the SCDF and Singapore Fire Service (SFS). Due to the similarity in roles and functions, the SCDF and SFS were formally integrated on 15 April 1989.

Over the years, the SCDF has improved its life saving operations through innovations and programmes to enhance her fire-fighting, rescue capabilities and public education plans. The Light Fire Attack Vehicle (The Red Rhino) and Tracked Fire-Fighting Vehicle are some of the customised solutions which the force has developed to increase its operational capabilities. The SCDF also actively engages the local community through its wide-ranging public educational programmes and community-based activities to enhance the resilience and emergency preparedness of the civilian population.

Today, the Force is recognised by the population as a professional body of well-trained officers and men geared to respond to all types of life-threatening emergencies round-the-clock. An operationally ready SCDF, working hand-in-hand with a prepared and resilient population, helps to ensure that the nation is capable of handling any untoward eventualities.",Volunteering Opportunities,"Community Emergency Response Team (CERT) 

Help the community respond to and recover from emergencies
Disseminate critical information to residents
Work together with constituency emergency units to organise EP days and other EP programmes for residents
Help identify residents requiring special assistance during emergencies",Depends,Depends,Able-bodied Singapore citizen or permanent resident aged 14 or older,$0 ,SCDF ( 1st Division),"
3 Queensway
",,Singapore 149073,Not Provided,Central,SCDF_CSC@scdf.gov.sg,6471 7429
563,SCDF (2nd Division),Non-profit,http://www.scdf.gov.sg/content/scdf_internet/en.html,"The Singapore Civil Defence Force (SCDF) is a uniformed organisation under the purview of the Ministry of Home Affairs. The main role of SCDF is to provide fire-fighting, rescue and emergency ambulance services; mitigating hazardous materials incidents, as well as formulate, implement and enforce regulations on fire safety and civil defence shelter matters.

In 1982, the National Civil Defence Plan was launched which spearheaded the emergency preparedness for the nation. With the enactment of the Civil Defence Act in 1986, the SCDF was established as an independent organisation under the Ministry of Home Affairs (MHA). In the same year, the Hotel New World collapse paved the way for joint operations between the SCDF and Singapore Fire Service (SFS). Due to the similarity in roles and functions, the SCDF and SFS were formally integrated on 15 April 1989.

Over the years, the SCDF has improved its life saving operations through innovations and programmes to enhance her fire-fighting, rescue capabilities and public education plans. The Light Fire Attack Vehicle (The Red Rhino) and Tracked Fire-Fighting Vehicle are some of the customised solutions which the force has developed to increase its operational capabilities. The SCDF also actively engages the local community through its wide-ranging public educational programmes and community-based activities to enhance the resilience and emergency preparedness of the civilian population.

Today, the Force is recognised by the population as a professional body of well-trained officers and men geared to respond to all types of life-threatening emergencies round-the-clock. An operationally ready SCDF, working hand-in-hand with a prepared and resilient population, helps to ensure that the nation is capable of handling any untoward eventualities.",Volunteering Opportunities,"Community Emergency Response Team (CERT) 

Help the community respond to and recover from emergencies
Disseminate critical information to residents
Work together with constituency emergency units to organise EP days and other EP programmes for residents
Help identify residents requiring special assistance during emergencies",Depends,Depends,Able-bodied Singapore citizen or permanent resident aged 14 or older,$0 ,SCDF (2nd Division),"
1 Tampines Industrial Ave 3
",, Singapore 528777,Not Provided,South East,SCDF_CSC@scdf.gov.sg, 6587 8347 
564,SCDF (3rd Division),Non-profit,http://www.scdf.gov.sg/content/scdf_internet/en.html,"The Singapore Civil Defence Force (SCDF) is a uniformed organisation under the purview of the Ministry of Home Affairs. The main role of SCDF is to provide fire-fighting, rescue and emergency ambulance services; mitigating hazardous materials incidents, as well as formulate, implement and enforce regulations on fire safety and civil defence shelter matters.

In 1982, the National Civil Defence Plan was launched which spearheaded the emergency preparedness for the nation. With the enactment of the Civil Defence Act in 1986, the SCDF was established as an independent organisation under the Ministry of Home Affairs (MHA). In the same year, the Hotel New World collapse paved the way for joint operations between the SCDF and Singapore Fire Service (SFS). Due to the similarity in roles and functions, the SCDF and SFS were formally integrated on 15 April 1989.

Over the years, the SCDF has improved its life saving operations through innovations and programmes to enhance her fire-fighting, rescue capabilities and public education plans. The Light Fire Attack Vehicle (The Red Rhino) and Tracked Fire-Fighting Vehicle are some of the customised solutions which the force has developed to increase its operational capabilities. The SCDF also actively engages the local community through its wide-ranging public educational programmes and community-based activities to enhance the resilience and emergency preparedness of the civilian population.

Today, the Force is recognised by the population as a professional body of well-trained officers and men geared to respond to all types of life-threatening emergencies round-the-clock. An operationally ready SCDF, working hand-in-hand with a prepared and resilient population, helps to ensure that the nation is capable of handling any untoward eventualities.",Volunteering Opportunities,"Community Emergency Response Team (CERT) 

Help the community respond to and recover from emergencies
Disseminate critical information to residents
Work together with constituency emergency units to organise EP days and other EP programmes for residents
Help identify residents requiring special assistance during emergencies",Depends,Depends,Able-bodied Singapore citizen or permanent resident aged 14 or older,$0 ,SCDF (3rd Division)," 533 Yishun Industrial Park A
",, Singapore 768774,Not Provided,South West,SCDF_CSC@scdf.gov.sg,6587 8347
565,SCDF (4th Division),Non-profit,http://www.scdf.gov.sg/content/scdf_internet/en.html,"The Singapore Civil Defence Force (SCDF) is a uniformed organisation under the purview of the Ministry of Home Affairs. The main role of SCDF is to provide fire-fighting, rescue and emergency ambulance services; mitigating hazardous materials incidents, as well as formulate, implement and enforce regulations on fire safety and civil defence shelter matters.

In 1982, the National Civil Defence Plan was launched which spearheaded the emergency preparedness for the nation. With the enactment of the Civil Defence Act in 1986, the SCDF was established as an independent organisation under the Ministry of Home Affairs (MHA). In the same year, the Hotel New World collapse paved the way for joint operations between the SCDF and Singapore Fire Service (SFS). Due to the similarity in roles and functions, the SCDF and SFS were formally integrated on 15 April 1989.

Over the years, the SCDF has improved its life saving operations through innovations and programmes to enhance her fire-fighting, rescue capabilities and public education plans. The Light Fire Attack Vehicle (The Red Rhino) and Tracked Fire-Fighting Vehicle are some of the customised solutions which the force has developed to increase its operational capabilities. The SCDF also actively engages the local community through its wide-ranging public educational programmes and community-based activities to enhance the resilience and emergency preparedness of the civilian population.

Today, the Force is recognised by the population as a professional body of well-trained officers and men geared to respond to all types of life-threatening emergencies round-the-clock. An operationally ready SCDF, working hand-in-hand with a prepared and resilient population, helps to ensure that the nation is capable of handling any untoward eventualities.",Volunteering Opportunities,"Community Emergency Response Team (CERT) 

Help the community respond to and recover from emergencies
Disseminate critical information to residents
Work together with constituency emergency units to organise EP days and other EP programmes for residents
Help identify residents requiring special assistance during emergencies",Depends,Depends,Able-bodied Singapore citizen or permanent resident aged 14 or older,$0 ,SCDF (4th Division)," 80 Bukit Batok Road
",,Singapore 658072,Not Provided,South West,SCDF_CSC@scdf.gov.sg,6314 6906 
566,Shan You Counselling Centre,Non-profit,http://www.shanyou.org.sg/,"Shan You is a non-profit organisation set up to provide counselling and social services to children, youths, families and the elderly, regardless of race, religion and ability to pay for our services. The Centre was registered as a charity on 28 Dec 1995 and conferred the Institutions of a Public Character (IPCs) status. It has a full membership with the National Council of Social Service. As a non-profit organisation that offers services at no charge where possible, Shan You depends heavily on donors and sponsors, and organises fund-raising projects to raise the much-needed funds. Shan You's operating expenses amount more than 1 million per annum. Only the counselling services provided by our agency are partially funded by the Community Chest, NCSS.",Volunteering Opportunities,"Befriending Service, Food Rations Distribution Service, Social Service Activities, Events Support etc",Depends on programmes,Depends on programmes,NA,$0 ,Shan You,5 Upper Boon Keng Rd,,Singapore 380005,"Monday to Friday: 9am to 6pm
Tuesday: 9am to 9pm
Weekend & Public Holiday: Closed",Central,shanyou@shanyou.org.sg,6741 9293
567,Silverhair Club,Private Sector,http://silverhairsclub.com/,"SilverHairsClub, (SHC, in short) was conceived in Sept 2004.  Officially, started in Oct 2005 in Singapore. This is an informal social group; and, the idea aims to form a group of friends who are in their SilverHairs or are moving on into SilverHairs years.

It is based on online platform interaction.",Recreational and Leisure,"Monthly Club Gatherings, Monthly Club Cycling, Travel Planning",Depend on Programme,"Depends on Programmes, ranges from 3 hours to more",Age must be 45 and over,<$100,Silverhair Club,Not Provided,,Not Provided,Not Provided,NA,admin@SilverHairsClub.com,Not Provided
568,Singapore Writers Group,Private Sector,http://www.meetup.com/The-Singapore-Writers-Group/,"As a budding amateur writer, I thought it would be good to see if anyone else out there is halfway through a novel or battling with a short story or poem. The group is designed to listen to each others' work in a supportive and non judgmental environment to provide confidence and motivation. I'm also aiming to get along writers and poets for inspirational talks and open mic evenings.

Only members will know locations and  it is primarily online.",Learning and Enrichment,"Monthly Meetups, Knowledge of courses on writing",Monthly,Not Provided,Must be member,$0 ,Singapore Writers Group,Not Provided,,Not Provided,Not Provided,NA,Not Provided,Not Provided
569,Soroptimist International Singapore,Non-profit,http://www.soroptimist-gardencity.org.sg/,"Soroptimist International (SI) was founded in 1921, in Oakland California, USA.
The word ‘Soroptimist’ is derived from two Latin words:
SORO – Sister
OPTIMA – The Best
An appropriate interpretation would:
Woman at their BEST, helping other women to maximize their potential.
SI is a worldwide organisation with more than 3,000 clubs in 125 countries and it has a membership of almost 100,000. It is an organisation of classified service clubs for women with members representing the whole spectrum of professions and management, both in business and the public sector.
It is a Global Voice for women with Awareness, Advocacy and Action as its guiding principles.
Soroptimist International of Singapore (Garden City) was established as the Second Club of Soroptimist International of Singapore on 8 June 2006.",Volunteering Opportunities,"Assisting in programmes and events for fellow women of  similar interest and values, networking, leadership skilling and etc",Every Wednesday,Depends,NA,NA,Soroptimist,Not Provided,,Not Provided,Not Provided,NA,soroptimist-gardencity@gmail.com,Not Provided
