id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
492,"National Arthritis Foundation (Tai Chi Health), Juvenile Lupus Club",Non-Profit ,http://www.arthritis.org.sg/,"The Singapore Ankylosing Spondylitis Club (SASC) is a support group for patients with Ankylosing Spondylitis. It was formed in 1990 under the umbrella of the National Arthritis Foundation.
Our Club objectives are
(i) to motivate patients to preserve their mobility through a regular exercise programme;
(ii) to promote awareness of Ankylosing Spondylitis among patients and their families; and
(iii) to improve patient morale so that they can cope better with their disease.

The Juvenile Lupus Club (JLC) is a non-profit voluntary organisation which is under the umbrella of the National Arthritis Foundation. It is a medical support group that has the aims of helping children with Lupus and their families. It also seeks to educate these little patients, their families and the public on issues like “What is Lupus?” and it looks for ways to provide support for these children and their families.

The Juvenile Arthritis Club (JAC) is a non-profit voluntary organisation which is under the umbrella of the National Arthritis Foundation. It is a medical support group that has the aims of helping children with Arthritis and their families. It also seeks to educate these little patients, their families and the public on issues like “What is Arthritis?” and it looks for ways to provide support for these children and their families.",Recreational and Leisure ,"Outings, social gatherings
","Depends
(Please enquire)",depends,NA,$0 ,"National Arthritis Foundation (Tai Chi Health), Juvenile Lupus Club",111 North Bridge Road," #07-21
Peninsula Plaza",Singapore 179098,Monday to Friday: 9am-6pm (excluding Public Holidays),Central,Not Provided,6227 9726
493,"National Arthritis Foundation (Tai Chi Health), Juvenile Lupus Club",Non-Profit ,http://www.arthritis.org.sg/,"The Singapore Ankylosing Spondylitis Club (SASC) is a support group for patients with Ankylosing Spondylitis. It was formed in 1990 under the umbrella of the National Arthritis Foundation.
Our Club objectives are
(i) to motivate patients to preserve their mobility through a regular exercise programme;
(ii) to promote awareness of Ankylosing Spondylitis among patients and their families; and
(iii) to improve patient morale so that they can cope better with their disease.

The Juvenile Lupus Club (JLC) is a non-profit voluntary organisation which is under the umbrella of the National Arthritis Foundation. It is a medical support group that has the aims of helping children with Lupus and their families. It also seeks to educate these little patients, their families and the public on issues like “What is Lupus?” and it looks for ways to provide support for these children and their families.

The Juvenile Arthritis Club (JAC) is a non-profit voluntary organisation which is under the umbrella of the National Arthritis Foundation. It is a medical support group that has the aims of helping children with Arthritis and their families. It also seeks to educate these little patients, their families and the public on issues like “What is Arthritis?” and it looks for ways to provide support for these children and their families.",Recreational and Leisure / Learning and Enrichment,"Educational talks, seminars and family camps which are organised by the parent volunteers who work together with the medical specialists in the management of Lupus/arthristis. Social gatherings like Christmas parties would provide opportunities for parents and doctors to interact and to share their experiences

Outings
",Depends,depends,NA,$0 ,"National Arthritis Foundation (Tai Chi Health), Juvenile Lupus Club",111 North Bridge Road," #07-21
Peninsula Plaza",Singapore 179098,Monday to Friday: 9am-6pm (excluding Public Holidays),Central,Not Provided,6227 9726
494,Xin Ying Wushu Training Centre(HQ @ Waterloo Studio),Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,"Taiji, Wushu Courses",Once a week,Depends,NA, <$500 ,Xin Ying Wushu Training Centre(HQ @ Waterloo Studio),"Blk 261, Waterloo St", #04-33,Singapore 180261,"Day: Everyday, call to make enquries. 
Time: Tue, 7.00pm - 9.30pm
Thu, 7.00pm - 9.30pm
Fri, 7.30pm - 9.30pm
Sun, 10.00am - 1.30pm 
",Central, info@singapore-wushu.com,6338 5626
495,Xin Ying Wushu Training Centre (Clementi SSC),Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Taiji,Once a week,Depends,NA, <$500 ,Xin Ying Wushu Training Centre (Clementi SSC),"518 Clementi Avenue 3(Clementi SSC)
","
","Singapore 129907
","Wed, 8.00pm - 9.30pm
Sat, 7.30pm - 9.00pm",South West, info@singapore-wushu.com,"6776 2560 
"
496,Xin Ying Wushu Training Centre (Bukit Gombak SSC),Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Taiji,Once a week,Depends,NA, <$500 ,Xin Ying Wushu Training Centre (Bukit Gombak SSC),"
810 Bukit Batok West Avenue 5 (Bukit Gombak SSC)",,"Singapore 659088
","Fri, 8.00pm - 9.30pm",South West, info@singapore-wushu.com,"6569 5670 
"
497,"Xin Ying Wushu Training Centre
(Sanyu Adventist High School)",Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Taiji,Once a week,Depends,NA, <$500 ,"Xin Ying Wushu Training Centre
(Sanyu Adventist High School)","Sanyu Adventist High School
299 Thomson Road",,"Singapore 307652
","Sun, 8.00am - 9.00am
",Central, info@singapore-wushu.com,"6338 5626 
"
498,"Xin Ying Wushu Training Centre 
(West Coast Court RC)",Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Taiji,Once a week,Depends,NA, <$500 ,"Xin Ying Wushu Training Centre 
(West Coast Court RC)","
Block 410, Commonwealth Avenue West (West Coast Court RC)",,"Singapore 120410
","Thur, 8.00pm - 9.00pm",South West, info@singapore-wushu.com,"6776 2114 
"
499,"Xin Ying Wushu Training Centre 
(Telok Blangah CC)",Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Wushu ,Once a week,Depends,NA, <$500 ,"Xin Ying Wushu Training Centre 
(Telok Blangah CC)","
450 Telok Blangah ST 31 (Telok Blangah CC)",,"Singapore 108943
","Sun, 3.15pm - 4.45pm",South West, info@singapore-wushu.com,"6278 6073 
"
500,"Xin Ying Wushu Training Centre 
(Innova Primary School)",Private,http://www.singapore-wushu.com/aboutus,"Xin Ying Wushu Training Centre specialises in classes and workshops that teach Changquan and Taijiquan martial arts, and was established in 1993. It is heled by Sifu May Tan who has won many awards, achievement and accolades including a gold medal of the 17th SEA Games.",Recreational and Leisure,Wushu ,Once a week,Depends,NA, <$500 ,"Xin Ying Wushu Training Centre 
(Innova Primary School)","Innova Primary School
80 Woodlands Drive 17",,"Singapore 737888
","Sat, 10.15am - 11.15am",North West, info@singapore-wushu.com,"6338 5626 
"
501,Kapap Academy Singapore (Kapap Ageless),Private,http://www.kapap.asia/,"Krav Panim El Panim - KAPAP is the Hebrew acronym for Face To Face Combat. It is the original combat system of defensive tactics, hand-to-hand combat and self-defense, employed by the Israeli Defense Forces (IDF), the Israeli National Police, and their special operations and anti-terrorist units.

KAPAP fight tactics originated in the 1940's and were used by the Palmach (Jewish Strike Brigades) forces in fighting for the independence of the State of Israel. These Palmach units later formed the core of Israel's special units in the conventional military (IDF).

The modern day KAPAP combat system is headed by Lt. Col Chaim Pe'er who served in one of Israel's most elite units, called Sayeret Matkal, and later on trained other special units in guerilla warfare and hand to hand combat tactics",Recreational and Leisure,"Kapap Ageless Personal Protection Programme

The Kapap Ageless Personal Programme harnesses easy to learn principles and techniques that do not rely on great athletic ability or strength, or involve years of training. Harnessing knowledge of psychology, human biomechanics and principles of physics, Kapap practitioner learns how to de-escalate potentially explosive situations, or defend themselves against sudden attacks in the streets. The training includes techniques for use with daily objects like everyday umbrellas. water bottles, rolled up magazines etc. Through proper training, participants are able to turn common daily objects into effective tools to fend off attackers.

Furthermore, this programme is an excellent way for your participants to stay healthy and active while learning potentially life-saving skills. It allows participants to socialize with one another in a fun and interactive manner, through the practice of personal protection techniques.

This is a specially formulated 20-hour programme that is endorsed by both C3A (Council for Third Age) and Singapore's Ministry of Community, Youth and Sports . It is heavily subsidised (up to 41.5%) by the C3A, for participants above the age of 35.

",every Saturday,2 hours 4.30pm-6.30pm,NA, <$250 ,Kapap Academy Singapore (Kapap Ageless),"22 Keong Siak Road
",,Singapore 089129,Not Provided,Central,"qin_yunquan@kapapasia
(tyc.kapap@gmail.com - for public seminars info)",9027 6776 
502,Aikido Shinju-Kai,Private,"http://www.aikidoshinjukai.com
https://www.facebook.com/AikidoShinjuKai/info","Shinju-kai was established in 1988 and is led by Chairman Founder & Chief Instructor Philip Lee Sensei (6th Dan). We aim to introduce this beautiful martial art to more people & wider communities. Currently, we:

run a permanent Headquarters Dojo & office with over 60 Dojos island wide & overseas
are the first organization to provide Aikido training to premier government bodies such as Singapore Armed Forces, Singapore Police Force, HomeTeam Academy & Singapore Airlines Cabin Crew (MAC) since 1998.
conduct daily classes for adults & children and provide individual private class and small group classes
tailor specialised Aikido seminars & workshops for corporate needs or management training
have a team of 70 Instructors, 100 assistants, with over 10,000 members including more than 2000 children
are officially recognised by the Aikido World Headquarters in Japan, with Grading Authority",Recreational and Leisure,Akido,NA,1 hour every sessions,NA, <$250 ,Aikido Shinju-Kai,260 Sims Avenue ,#02-01 ,Singapore 387604,Mon-Fri:9:30am-9:30pm,South East,hq@aikidoshinjukai.com,"6256 0111 / 
9681 3111 / 
9111 6287"
503,Singapore Nutrition and Dietetics Association,Non-Profit,http://www.snda.org.sg/,"Singapore Nutrition and Dietetics Association is a non-profit organization that is dedicated to make a positive impact around the world and all cities, especially in Singapore since 1984.",Learning and Enrichment,"Health Talks
(Please enquire)",Depends on event,Depends on event,"Full member shall be any person holding a degree, postgraduate diploma or any other recognized professional qualification in dietetics or nutrition. Full members can be nutritionists, dietitians, health promotion officers, health educators, etc. Please note that those who wish to apply as dietitians must have a minimum of 6 months of clinical experience as part of their hospital internship. Otherwise they may be approved as Nutritionists. ",NA,"c/o Nutrition & Dietetics Department
Khoo Teck Puat Hospital","
90 Yishun Central",,Singapore 768828,Not Provided,North West,secretary@snda.org.sg,Not Provided
504,Friends of Third Age ,Non-Profit,http://www.f3a.org.sg/about.html,"“Friends of the Third Age” is an eldercare initiative under the auspices of the Presbyterian Community Services, a Volunteer Welfare Organization (VWO) in Singapore. It is endorsed by South East CDC (SECDC) who has engaged us to be involved with the Community Outreach Programme for the Elderly (COPE) programme in April 2008.

The specific aim of this programme is to provide care and promote opportunities for the elderly residents in the Haig Road area to live an active ageing lifestyle. The programme is supported by South East Community Development Council and Geylang Serai Community Club. 

Along with the eldercare, we are running family and youth programmes as well. This is to support our eldercare services. We believe that an intergenerational approach is a wholesome way to deal with the issues of ageing.
",Recreational and Leisure,"Educational Field Trips, Singing Sessions, Handicraft work etc",4 times a week,3 hours,Only to elderly staying within the viccinity,$0 ,Friends of Third Age ,99 Haig Road Geylang Serai Community Club,,Singapore 438748 ,"Mondays, Wednesdays, Thursdays and Fridays in the late
morning to about 3pm in the afternoon.",South East,admin@f3a.org.sg,6345 5449
505,Friends of Third Age ,Non-Profit,http://www.f3a.org.sg/about.html,"“Friends of the Third Age” is an eldercare initiative under the auspices of the Presbyterian Community Services, a Volunteer Welfare Organization (VWO) in Singapore. It is endorsed by South East CDC (SECDC) who has engaged us to be involved with the Community Outreach Programme for the Elderly (COPE) programme in April 2008.

The specific aim of this programme is to provide care and promote opportunities for the elderly residents in the Haig Road area to live an active ageing lifestyle. The programme is supported by South East Community Development Council and Geylang Serai Community Club. 

Along with the eldercare, we are running family and youth programmes as well. This is to support our eldercare services. We believe that an intergenerational approach is a wholesome way to deal with the issues of ageing.

",Volunteering Opportunities,"There are various things that you can help out at the centre. Without a doubt a big part of the work is carried out by volunteers, young and old, skilled and unskilled, rich and poor, of different ethnic and religious background. We invite anyone who has the time, energy and commitment to be involved in our work whether on a short or long term basis. 
   
 
  
",Depends on duties,Depends on duties,NA,$0 ,Friends of Third Age ,99 Haig Road Geylang Serai Community Club,,Singapore 438748 ,"Mondays, Wednesdays, Thursdays and Fridays in the late
morning to about 3pm in the afternoon.",South East,admin@f3a.org.sg,6345 5449
506,Republic Polytechnic,Non-Profit,www.rp.sg,"The Republic Polytechnic was set up on 1 August 2002 through the passage of The Republic Polytechnic Act 2002 by Parliament.The Polytechnic received its first intake of over 800 students in July 2003 at its Tanglin Campus. It has moved to its permanent campus in Woodlands since March 2006 and supports 14,000 students.The first educational institution in Singapore to leverage the Problem-based Learning approach for all its diploma programmes, Republic Polytechnic (RP) has six schools and two academic centres offering thirty-nine diplomas in Applied Science, Engineering, Enterprise and Communication, Events and Hospitality, Republic Polytechnic strives for excellence by achieving various international and national accreditations, including ISO 9001, ISO 14001, OHSAS 18001, ISO 22301, Singapore Quality Class, People Developer, Innovation Class, and Service Class.",Recreational and Leisure,"Academy for Continuing Education @ RP Programmes on Workplace skills, Music DJ-ing, Sports & Exercise Science, Career Counselling etc",Depends on course intakes,"Depends on courses, ranges from 12 hours to more",Depends on course requirements,">$1,000",Academy for Continuing Education @ RP; Republic Polytechnic,9 Woodlands Avenue 9,,Singapore 738964,"Monday to Fridays, except Public Holidays, 9:00am - 5:00pm",North West,ACE@rp.edu.sg,6697 1699
507,National Parks Board (Singapore Botanic Gardens),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.",Volunteering Opportunities,Volunteering opprotunities in Gardening and guided walks,NA,NA,NA,$0 ,National Parks Board (Singapore Botanic Gardens),1 Cluny Road,,Singapore 259569, Weekdays: 830am to 6pm,Central,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
508,National Parks Board (Singapore Botanic Gardens),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.",Recreational and Leisure,"A Walk With Your Neighbours - The Macaques Of Bukit Timah, A Walk In An Ancient Forest,Healing Garden Tour ,Rainforest Tour, The Fort Canning Spice Trail",Ad hoc,1 hours ( Fort Canning Spice Trail) 1 hour (A walk in an ancient forest),NA,$0 ,National Parks Board (Singapore Botanic Gardens),1 Cluny Road,,Singapore 259569, Weekdays: 830am to 6pm,Central,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
509,National Parks Board (Fort Canning Park),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.

Volunteers are a valued and integral part of any organization. At National Parks Board, we cherish our volunteers and rely on generous dedicated people to help us achieve our mission in making Singapore our garden.
We have a range of volunteer activities that you can get involved in and we will do our best to match your interests and strengths to complement the tasks.

",Volunteering Opportunities,"volunteering opportunities in outreach programmes,volunteer guide,building up the plant information database, photo-taking, repairing and mounting herbarium specimens ",NA,NA,NA,$0 ,National Parks Board (Fort Canning Park),70 River Valley Road (The Foothills Fort Canning Park),#01-05,Singapore 179037,Daily: 7pm to 7am,Central,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
